C3,C4,Timestamp
-127524.90520774189,-104240.48951154824,1747829846.82491
-127514.93632971482,-104236.354438824,1747829846.832875
-127502.30759409757,-104226.38556079693,1747829846.839897
-127490.4388177918,-104223.03279912863,1747829846.848929
-127487.22016659024,-104217.51191824817,1747829846.856938
-127473.63030596141,-104213.17567982385,1747829846.863932
-127471.08220709351,-104204.92788611984,1747829846.872926
-127454.51956445213,-104198.62469418344,1747829846.880975
-127461.44860523328,-104196.97066509374,1747829846.887989
-127447.67993064881,-104193.48379295872,1747829846.896001
-127453.35727374045,-104187.44882195578,1747829846.90505
-127438.89569507787,-104182.28556898661,1747829846.915056
-127448.21637251573,-104178.70928987376,1747829846.922035
-127433.75479385315,-104172.7860775931,1747829846.929017
-127445.93649458128,-104171.55673164806,1747829846.937026
-127429.61972112891,-104163.4877518997,1747829846.944052
-127442.20375325726,-104163.15247573287,1747829846.954062
-127429.95499729575,-104158.81623730854,1747829846.962101
-127439.0298055446,-104156.35754541846,1747829846.970112
-127427.31749145001,-104151.73073431621,1747829846.976145
-127436.36994795442,-104151.99895524967,1747829846.995134
-127421.79661056955,-104143.2817749121,1747829847.002131
-127426.13284899389,-104140.86778651092,1747829847.029244
-127416.20867445573,-104133.64817305186,1747829847.036237
-127417.39331691187,-104131.1224259284,1747829847.042224
-127402.95408999374,-104121.35471360144,1747829847.049208
-127399.48956960316,-104120.72886475669,1747829847.05626
-127391.71116253271,-104118.53839380007,1747829847.063267
-127384.98328745167,-104118.82896647799,1747829847.070303
-127379.12713040438,-104112.57047803051,1747829847.077275
-127373.36038033491,-104108.323646584,1747829847.083286
-127375.64025826936,-104104.5685535155,1747829847.090283
-127368.37594132137,-104102.2216203477,1747829847.097306
-127370.72287448918,-104094.15264059934,1747829847.103304
-127361.40219705131,-104089.95051264174,1747829847.11032
-127367.10189188742,-104085.16723932831,1747829847.117331
-127354.42845278126,-104079.53459972556,1747829847.123356
-127363.83853719695,-104073.07494557797,1747829847.130352
-127343.45374625371,-104058.4569047042,1747829847.137368
-127350.13691784584,-104054.45594244672,1747829847.14334
-127329.12627805785,-104042.65422137431,1747829847.150378
-127333.37310950436,-104032.1041979914,1747829847.156404
-127316.96692907417,-104013.75341579359,1747829847.199483
-127331.6073216924,-103990.57465679344,1747829847.207467
-127317.7492401301,-103958.92458664473,1747829847.213458
-127332.76961240407,-103945.15591206026,1747829847.227501
-127318.93388258624,-103926.60396416235,1747829847.237481
-127330.42267923626,-103925.91106008424,1747829847.243471
-127321.7054988987,-103922.24537399357,1747829847.250483
-127334.3565862604,-103925.06169379494,1747829847.267555
-127325.52764720055,-103910.10837675433,1747829847.274563
-127332.97077810417,-103903.96164702912,1747829847.28257
-127326.5558274455,-103881.43108861818,1747829847.289585
-127328.67924316875,-103864.95785295461,1747829847.296659
-127322.95719658819,-103849.69161149164,1747829847.303661
-127319.80560061999,-103845.57889051187,1747829847.309649
-127323.49363845511,-103842.20377709912,1747829847.316685
-127322.71132739919,-103843.94721316663,1747829847.323771
-127322.28664425453,-103836.61584098528,1747829847.33075
-127316.07285929595,-103837.28639331895,1747829847.337757
-127321.7502023876,-103823.29420128993,1747829847.343754
-127307.1992167472,-103803.98229408053,1747829847.350768
-127318.01746106357,-103795.73450037654,1747829847.363758
-127300.71721085516,-103784.08924151532,1747829847.370759
-127312.56363541647,-103784.29040721542,1747829847.377748
-127293.72111484065,-103781.98817753652,1747829847.384776
-127305.2993184685,-103782.97165429255,1747829847.391801
-127286.41209440376,-103766.2972529289,1747829847.398813
-127298.43733292072,-103753.15442718918,1747829847.405797
-127281.20413794568,-103739.25164213797,1747829847.411818
-127294.07874275194,-103739.56456656034,1747829847.41882
-127281.49471062359,-103736.50237756997,1747829847.425746
-127292.2458997066,-103742.64910729518,1747829847.431748
-127278.05254197748,-103740.01160144946,1747829847.438792
-127289.65309734979,-103748.28174689792,1747829847.444793
-127276.10794020987,-103740.32452587182,1747829847.451875
-127284.26632693605,-103745.19720616308,1747829847.457883
-127276.77849254353,-103738.24581363748,1747829847.464888
-127281.91939376824,-103742.69381078408,1747829847.47087
-127279.48305362262,-103738.62579329322,1747829847.477888
-127280.53358561202,-103742.29147938389,1747829847.484927
-127284.57925135843,-103741.12918867222,1747829847.490903
-127281.98644900162,-103743.65493579567,1747829847.497894
-127290.43540840571,-103744.4372468516,1747829847.503919
-127283.32755366893,-103744.68311604061,1747829847.510894
-127294.57048112995,-103745.82305500783,1747829847.516907
-127287.37321941534,-103747.94647073108,1747829847.523934
-127301.72303935565,-103750.40516262117,1747829847.530011
-127288.043771749,-103746.51595908594,1747829847.536965
-127304.76287660157,-103750.22634866553,1747829847.54301
-127292.42471366224,-103748.01352596444,1747829847.550034
-127310.64138539332,-103753.13207544471,1747829847.557049
-127294.1457979853,-103746.49360734149,1747829847.563094
-127313.39064996132,-103753.71322080055,1747829847.570079
-127305.74635335761,-103754.60729057876,1747829847.577077
-127321.66079540979,-103759.3905638922,1747829847.583084
-127307.48978942512,-103751.45569461057,1747829847.592081
-127321.45962970969,-103756.50718885746,1747829847.600081
-127313.72592612814,-103752.97561323353,1747829847.609135
-127324.4994669556,-103758.04945922489,1747829847.616134
-127320.02911806454,-103755.05432546788,1747829847.630125
-127328.41102223529,-103760.46344762605,1747829847.637168
-127324.4547634667,-103754.9872702345,1747829847.644181
-127328.14280130182,-103758.38473539171,1747829847.650185
-127328.96981584666,-103754.49553185649,1747829847.657192
-127329.93094085825,-103758.04945922489,1747829847.664189
-127336.27883628356,-103756.70835455756,1747829847.671199
-127331.98730134814,-103757.06598246885,1747829847.68022
-127342.93965613123,-103757.82594178033,1747829847.690253
-127335.4071182498,-103757.22244468004,1747829847.696252
-127345.64421721033,-103755.41195337915,1747829847.704265
-127334.78126940505,-103753.10972370025,1747829847.712269
-127348.01350212259,-103753.06502021135,1747829847.720266
-127337.01644385057,-103751.34393588829,1747829847.730306
-127353.28851381404,-103753.9367382451,1747829847.737351
-127338.60341770691,-103748.72878178702,1747829847.747319
-127356.12718535987,-103752.79679927789,1747829847.754325
-127340.95035087471,-103746.71712478604,1747829847.760347
-127358.04943538303,-103751.52274984393,1747829847.768362
-127343.47609799817,-103744.97368871853,1747829847.775348
-127358.54117376104,-103749.30992714285,1747829847.783385
-127346.44888001072,-103743.14084567319,1747829847.792401
-127360.2622580841,-103748.6393748092,1747829847.802408
-127348.52759224507,-103740.12336017172,1747829847.808381
-127357.93767666075,-103743.09614218428,1747829847.815426
-127353.04264462503,-103735.80947349186,1747829847.827464
-127355.70250221522,-103731.96497344555,1747829847.833466
-127349.66753121228,-103719.69386573958,1747829847.839474
-127351.56742949098,-103720.11854888423,1747829847.848461
-127349.46636551218,-103712.56365925833,1747829847.856499
-127349.44401376773,-103716.6316767492,1747829847.863478
-127357.91532491629,-103717.39163606068,1747829847.871504
-127354.13788010334,-103719.51505178394,1747829847.88053
-127366.09606338694,-103721.57141227383,1747829847.887525
-127354.11552835889,-103718.08454013879,1747829847.895561
-127364.9114209308,-103717.2798773384,1747829847.904569
-127353.22145858068,-103714.82118544832,1747829847.912582
-127364.59849650842,-103712.89893542517,1747829847.920586
-127353.84730742543,-103711.1778511021,1747829847.927583
-127372.64512451233,-103714.66472323713,1747829847.936628
-127356.93184816025,-103706.66279872213,1747829847.9447
-127372.51101404561,-103707.53451675588,1747829847.951728
-127354.47315627018,-103696.85038290625,1747829847.959694
-127371.48283380066,-103701.20897307503,1747829847.968695
-127360.59753425093,-103697.49858349546,1747829847.975705
-127374.00858092411,-103701.20897307503,1747829847.983698
-127363.50326103011,-103696.06807185031,1747829847.991737
-127375.19322338024,-103700.04668236336,1747829847.999727
-127365.09023488645,-103693.0729380933,1747829848.007755
-127376.19905188073,-103699.44318526307,1747829848.016687
-127367.52657503207,-103690.83776364777,1747829848.024784
-127373.9638774352,-103695.35281602775,1747829848.031752
-127372.84629021243,-103690.68130143659,1747829848.041762
-127373.67330475728,-103691.70948168154,1747829848.047824
-127373.74035999065,-103684.467516478,1747829848.055828
-127372.0192756676,-103685.65215893414,1747829848.063824
-127376.73549374766,-103681.00299608744,1747829848.073858
-127370.85698495591,-103681.31592050982,1747829848.080853
-127380.78115949407,-103680.44420247605,1747829848.087838
-127369.44882505522,-103676.89027510767,1747829848.095874
-127382.94927870623,-103677.15849604113,1747829848.103889
-127370.02997041107,-103672.57638842778,1747829848.111895
-127384.46919732919,-103672.62109191669,1747829848.119952
-127371.72870298967,-103669.71536513751,1747829848.127902
-127386.21263339672,-103671.45880120502,1747829848.140956
-127371.4157785673,-103667.32372848078,1747829848.146958
-127387.71020027522,-103671.52585643838,1747829848.153967
-127370.72287448918,-103663.5686354123,1747829848.160953
-127385.1173979184,-103666.58612091377,1747829848.166962
-127370.47700530017,-103658.7183068655,1747829848.175998
-127384.64801128484,-103662.3169377228,1747829848.184006
-127371.34872333393,-103653.62210912969,1747829848.191029
-127382.1669676503,-103657.15368475362,1747829848.199044
-127373.58389777946,-103651.58810038425,1747829848.208034
-127383.48572057317,-103657.39955394264,1747829848.216063
-127374.76854023559,-103648.77178058289,1747829848.224091
-127382.56929905049,-103655.09732426374,1747829848.23409
-127380.62469728288,-103650.0681817613,1747829848.243113
-127381.60817403892,-103652.68333586256,1747829848.249156
-127383.06103742852,-103648.32474569378,1747829848.256129
-127377.56250829251,-103646.7601235819,1747829848.264143
-127382.83751998396,-103642.89327179114,1747829848.27315
-127374.00858092411,-103639.58521361176,1747829848.27916
-127384.46919732919,-103638.19940545553,1747829848.287153
-127375.66261001381,-103637.08181823276,1747829848.296186
-127386.65966828582,-103634.84664378723,1747829848.303208
-127374.29915360203,-103631.1586059521,1747829848.311184
-127387.4196275973,-103630.5104053629,1747829848.320229
-127372.33220008996,-103624.96717273799,1747829848.328238
-127385.27386012959,-103624.6095448267,1747829848.335251
-127370.43230181126,-103619.62510581316,1747829848.345189
-127385.1173979184,-103621.77087328087,1747829848.352264
-127371.32637158947,-103616.31704763378,1747829848.360226
-127385.92206071879,-103619.53569883535,1747829848.367289
-127371.75105473412,-103612.13727142064,1747829848.375291
-127384.89388047384,-103615.9594197225,1747829848.384318
-127372.62277276788,-103608.42688184106,1747829848.391322
-127384.96093570722,-103613.79130051033,1747829848.399375
-127375.77436873608,-103606.72814926245,1747829848.408384
-127381.29524961654,-103608.31512311878,1747829848.415382
-127376.04258966955,-103602.5036695604,1747829848.423404
-127377.89778445933,-103603.82242248327,1747829848.431431
-127376.60138328093,-103599.08385265873,1747829848.440451
-127378.47892981517,-103603.04011142733,1747829848.447445
-127380.84821472743,-103598.74857649191,1747829848.455457
-127377.47310131468,-103599.79910848131,1747829848.470456
-127381.38465659437,-103595.01583516787,1747829848.476502
-127374.92500244678,-103595.44051831252,1747829848.483505
-127382.07756067248,-103591.48425954394,1747829848.489498
-127371.84046171195,-103589.76317522087,1747829848.496519
-127387.35257236393,-103592.5571432778,1747829848.503547
-127375.52849954707,-103589.71847173196,1747829848.511579
-127390.34770612094,-103590.54548627681,1747829848.519529
-127374.90265070232,-103584.44346004051,1747829848.527463
-127389.90067123184,-103585.73986121891,1747829848.536499
-127374.23209836867,-103579.5931314937,1747829848.543547
-127388.17958690878,-103581.35891930568,1747829848.552591
-127371.95222043422,-103573.62521572414,1747829848.560603
-127387.55373806403,-103578.60965473768,1747829848.56769
-127372.51101404561,-103570.42891626703,1747829848.575691
-127384.17862465128,-103572.88760815712,1747829848.585681
-127372.60042102342,-103565.62329120914,1747829848.592723
-127383.12809266188,-103569.62425346664,1747829848.59968
-127375.26027861361,-103562.76226791886,1747829848.607673
-127381.71993276119,-103564.84098015321,1747829848.616712
-127377.45074957023,-103558.67189868355,1747829848.623704
-127378.54598504853,-103558.71660217246,1747829848.632713
-127374.94735419123,-103551.02760207983,1747829848.640739
-127374.00858092411,-103552.30165151379,1747829848.647754
-127374.38856057986,-103545.8867008551,1747829848.65575
-127370.87933670037,-103547.29486075579,1747829848.663768
-127376.13199664737,-103543.27154675384,1747829848.67278
-127367.2136506097,-103541.50575894187,1747829848.679791
-127377.18252863677,-103540.14230253009,1747829848.687788
-127365.40315930881,-103537.21422400644,1747829848.694796
-127378.97066819319,-103538.06359029574,1747829848.704844
-127368.15242387682,-103536.78954086179,1747829848.711811
-127380.49058681614,-103535.94017457249,1747829848.719859
-127365.26904884209,-103530.46399718095,1747829848.726857
-127378.59068853746,-103530.50870066986,1747829848.735868
-127363.36915056339,-103524.3843226891,1747829848.74489
-127378.94831644873,-103527.06653202375,1747829848.751826
-127363.83853719695,-103519.84691856467,1747829848.75887
-127377.38369433687,-103521.81387207675,1747829848.774885
-127364.9114209308,-103515.3318661847,1747829848.780934
-127378.88126121537,-103520.5845261317,1747829848.787905
-127366.63250525386,-103512.31438068324,1747829848.793905
-127375.86377571391,-103515.46597665144,1747829848.800932
-127368.75592097711,-103509.45335739295,1747829848.807936
-127369.9629151777,-103507.3299416697,1747829848.814979
-127364.79966220852,-103500.37854914411,1747829848.824021
-127367.48187154316,-103502.79253754528,1747829848.831061
-127366.74426397614,-103497.29400840927,1747829848.839051
-127363.6150197524,-103496.82462177571,1747829848.847052
-127366.47604304267,-103492.51073509583,1747829848.857068
-127359.32348481698,-103490.2755606503,1747829848.864031
-127365.17964186426,-103486.74398502636,1747829848.872076
-127356.3059993155,-103485.11230768113,1747829848.879073
-127365.42551105327,-103482.74302276886,1747829848.887078
-127355.09900511493,-103480.99958670135,1747829848.895118
-127367.97360992117,-103481.11134542363,1747829848.90314
-127357.08831037144,-103479.90435122304,1747829848.912138
-127370.7675779781,-103480.1725721565,1747829848.919145
-127356.59657199343,-103475.81398198773,1747829848.927173
-127373.85211871292,-103479.7255372674,1747829848.935179
-127360.28460982855,-103475.25518837634,1747829848.943182
-127374.70148500222,-103477.17743839949,1747829848.952192
-127359.2117260947,-103469.60019702914,1747829848.960187
-127370.45465355572,-103469.73430749588,1747829848.968221
-127356.9094964158,-103462.17941786998,1747829848.975223
-127368.84532795494,-103465.46512430492,1747829848.983231
-127356.82008943798,-103457.46319978991,1747829848.991272
-127364.64319999734,-103459.45250504643,1747829848.999264
-127353.13205160285,-103449.08129561917,1747829849.007302
-127358.22824933866,-103451.04824913124,1747829849.015325
-127352.7073684582,-103443.60511822763,1747829849.024336
-127358.1611941053,-103449.03659213026,1747829849.031315
-127356.5071650156,-103442.44282751594,1747829849.040336
-127353.17675509177,-103441.90638564902,1747829849.047322
-127357.9600284052,-103438.911251892,1747829849.055348
-127349.55577249,-103435.87141464608,1747829849.064372
-127356.68597897125,-103433.07744658917,1747829849.071419
-127348.9075719008,-103432.49630123333,1747829849.080431
-127360.68694122875,-103432.54100472224,1747829849.08636
-127348.7064062007,-103429.50116747632,1747829849.09543
-127361.04456914004,-103429.07648433167,1747829849.103446
-127346.06890035498,-103423.73441740686,1747829849.111445
-127363.32444707447,-103427.64597268653,1747829849.119453
-127346.85121141092,-103420.9628010944,1747829849.128507
-127360.68694122875,-103421.63335342806,1747829849.135482
-127343.18552532024,-103413.25144925731,1747829849.142463
-127357.24477258264,-103415.3078097472,1747829849.152492
-127342.44791775322,-103408.26701024378,1747829849.160557
-127353.89201091434,-103409.13872827754,1747829849.167526
-127340.39155726333,-103401.53913516273,1747829849.174542
-127350.22632482367,-103403.19316425243,1747829849.183569
-127342.38086251986,-103398.74516710582,1747829849.1916
-127349.22049632318,-103399.90745781749,1747829849.198584
-127339.69865318522,-103391.01146352428,1747829849.206667
-127346.56063873299,-103395.30299845971,1747829849.215675
-127341.37503401937,-103387.72575708936,1747829849.222611
-127343.07376659797,-103390.0056350238,1747829849.230641
-127344.83955440993,-103386.33994893312,1747829849.239667
-127340.03392935205,-103384.61886461006,1747829849.247662
-127343.90078114282,-103380.41673665246,1747829849.254665
-127337.86581013988,-103379.88029478554,1747829849.262663
-127344.54898173202,-103376.3487191616,1747829849.271654
-127333.93190311575,-103373.24182668232,1747829849.278712
-127344.41487126528,-103371.83366678163,1747829849.287716
-127335.74239441662,-103372.32540515965,1747829849.296728
-127346.47123175517,-103370.31374815867,1747829849.304734
-127331.0038245921,-103364.56934983366,1747829849.311761
-127346.89591489983,-103367.18450393493,1747829849.318764
-127329.84153388042,-103359.85313175358,1747829849.327768
-127346.38182477736,-103363.47411435534,1747829849.334789
-127329.12627805785,-103355.36043111807,1747829849.342802
-127344.19135382073,-103358.42262010845,1747829849.350814
-127329.88623736934,-103351.82885549412,1747829849.35984
-127341.1068130859,-103352.901739228,1747829849.369841
-127327.87458036836,-103345.3468496021,1747829849.375852
-127336.99409210612,-103346.55384380269,1747829849.383859
-127326.84640012341,-103339.51304429925,1747829849.390876
-127337.35172001741,-103344.76570424625,1747829849.3989
-127326.51112395659,-103334.50625354127,1747829849.408903
-127332.97077810417,-103338.57427103214,1747829849.415909
-127326.1981995342,-103329.16418661646,1747829849.422918
-127325.72881290065,-103329.23124184982,1747829849.430939
-127325.19237103373,-103323.39743654698,1747829849.43996
-127323.98537683314,-103325.38674180351,1747829849.445964
-127323.6053971774,-103317.04954112167,1747829849.455972
-127319.58208317544,-103318.86003242256,1747829849.463987
-127326.10879255639,-103315.06023586515,1747829849.472005
-127315.89404534032,-103312.60154397506,1747829849.479001
-127325.304129756,-103309.87463115151,1747829849.486989
-127313.56946391697,-103307.32653228361,1747829849.496051
-127324.8570948669,-103305.71720668284,1747829849.502043
-127309.99318480412,-103300.39749150247,1747829849.512059
-127324.4994669556,-103301.76094791424,1747829849.519063
-127311.37899296034,-103298.22937229031,1747829849.527087
-127326.82404837896,-103300.9786368583,1747829849.535098
-127309.88142608183,-103292.97671234331,1747829849.543102
-127325.9523303452,-103297.33530251209,1747829849.551079
-127311.55780691598,-103290.49566870877,1747829849.559111
-127323.51599019958,-103292.55202919866,1747829849.568149
-127311.51310342707,-103286.00296807326,1747829849.574156
-127320.81142912048,-103287.61229367403,1747829849.583162
-127311.33428947143,-103281.08558429309,1747829849.593172
-127318.73271688614,-103283.633683161,1747829849.600196
-127310.26140573758,-103275.09531677906,1747829849.607217
-127313.86003659488,-103276.50347667975,1747829849.615214
-127309.54614991501,-103269.50738066524,1747829849.625224
-127311.93778657173,-103272.61427314453,1747829849.631254
-127312.20600750518,-103267.22750273079,1747829849.63927
-127309.03205979253,-103267.76394459773,1747829849.647275
-127310.99901330461,-103261.46075266133,1747829849.655287
-127303.80175159,-103260.27611020519,1747829849.662286
-127310.35081271539,-103256.29749969215,1747829849.67131
-127299.46551316566,-103253.30236593513,1747829849.680351
-127307.73565861412,-103249.54727286665,1747829849.687323
-127297.9008910538,-103248.85436878852,1747829849.695335
-127308.87559758135,-103246.86506353201,1747829849.703368
-127296.0009927751,-103243.64641233045,1747829849.712384
-127309.97083305966,-103244.58518559756,1747829849.718355
-127293.96698402966,-103238.2149384278,1747829849.727394
-127311.98249006063,-103243.40054314144,1747829849.734408
-127296.35862068637,-103236.58326108257,1747829849.742403
-127310.06024003748,-103239.0643047171,1747829849.750418
-127294.83870206341,-103231.01767671319,1747829849.759453
-127304.42760043475,-103230.99532496874,1747829849.766459
-127291.88827179531,-103223.52984232067,1747829849.775466
-127298.19146373171,-103222.63577254246,1747829849.783498
-127288.87078629385,-103215.90789746141,1747829849.790544
-127298.39262943181,-103220.62411554148,1747829849.798499
-127290.3907049168,-103212.55513579311,1747829849.806535
-127293.78817007401,-103214.38797883845,1747829849.815554
-127293.72111484065,-103211.2140311258,1747829849.822549
-127291.4412369062,-103210.02938866966,1747829849.832618
-127293.3411351849,-103205.7602054787,1747829849.838661
-127289.92131828325,-103206.25194385671,1747829849.846635
-127290.43540840571,-103198.42883329735,1747829849.854637
-127283.72988506913,-103197.82533619707,1747829849.862638
-127291.06125725046,-103194.29376057313,1747829849.872652
-127279.50540536708,-103190.98570239374,1747829849.879654
-127291.21771946165,-103190.53866750463,1747829849.886639
-127277.00200998808,-103185.62128372447,1747829849.896695
-127289.02724850504,-103184.68251045735,1747829849.902673
-127276.33145765442,-103181.93324588935,1747829849.910683
-127294.52577764104,-103186.96238839178,1747829849.918715
-127280.6900478232,-103182.67085345637,1747829849.927693
-127292.91645204026,-103182.44733601181,1747829849.933718
-127276.80084428798,-103174.89244638591,1747829849.942759
-127290.05542874998,-103177.01586210917,1747829849.950755
-127274.56566984246,-103168.5445509606,1747829849.958771
-127288.4461031492,-103173.3501760185,1747829849.966784
-127274.31980065344,-103164.00714683619,1747829849.974801
-127282.81346354647,-103165.7505829037,1747829849.984805
-127273.93982099771,-103158.84389386702,1747829849.991842
-127281.5394141125,-103162.50957995768,1747829849.999861
-127273.73865529761,-103154.10532404248,1747829850.006843
-127275.90677450977,-103155.04409730961,1747829850.017873
-127270.1400244403,-103145.7457716162,1747829850.023891
-127271.88346050782,-103149.25499549568,1747829850.030862
-127271.25761166307,-103142.10243726999,1747829850.039115
-127270.20707967367,-103145.56695766056,1747829850.04589
-127273.0904547084,-103139.71080061326,1747829850.055044
-127265.26734414905,-103138.50380641269,1747829850.062842
-127271.45877736316,-103133.85464356598,1747829850.070863
-127263.94859122617,-103134.7934168331,1747829850.077983
-127273.93982099771,-103132.35707668748,1747829850.089953
-127259.6347045463,-103127.79732081859,1747829850.097006
-127274.27509716453,-103129.339591186,1747829850.104005
-127255.47728007761,-103120.60005910398,1747829850.110985
-127269.73769304011,-103121.56118411556,1747829850.119032
-127250.91752420874,-103112.32991365551,1747829850.12602
-127267.3460563834,-103116.4426346353,1747829850.134046
-127249.39760558578,-103107.09960545297,1747829850.143096
-127266.36257962736,-103112.844003778,1747829850.151095
-127254.3373411104,-103107.81486127555,1747829850.158066
-127266.295524394,-103110.72058805474,1747829850.166122
-127254.00206494358,-103102.9868844732,1747829850.175121
-127262.76394877005,-103105.11030019645,1747829850.183118
-127252.52684980952,-103096.86250649244,1747829850.192131
-127259.88057373531,-103100.4834890942,1747829850.199106
-127253.19740214318,-103092.83919249049,1747829850.206161
-127253.4879748211,-103092.39215760138,1747829850.214183
-127251.5880765424,-103086.51364880963,1747829850.224188
-127249.64347477478,-103086.84892497647,1747829850.231188
-127250.06815791944,-103080.4339743178,1747829850.238178
-127249.64347477478,-103084.70315750876,1747829850.246187
-127255.45492833316,-103081.14923014036,1747829850.255166
-127249.30819860795,-103082.04329991857,1747829850.26221
-127252.05746317595,-103073.61669225892,1747829850.270224
-127241.26157060404,-103071.5826835135,1747829850.278251
-127254.29263762149,-103072.20853235824,1747829850.29324
-127237.17120136872,-103064.8771601769,1747829850.300194
-127248.45883231865,-103063.04431713157,1747829850.30622
-127233.25964608905,-103057.65754671783,1747829850.313229
-127246.84950671787,-103058.23869207368,1747829850.31924
-127229.86218093184,-103050.79556117006,1747829850.326286
-127245.17312588372,-103053.74599143816,1747829850.334327
-127228.74459370907,-103045.81112215652,1747829850.343311
-127243.98848342759,-103050.03560185857,1747829850.350293
-127226.86704717482,-103039.70909592022,1747829850.361339
-127240.34514908137,-103044.49236923366,1747829850.36737
-127229.41514604272,-103037.7197906637,1747829850.374331
-127242.46856480463,-103044.51472097811,1747829850.383391
-127229.7280704651,-103033.36120049491,1747829850.393355
-127234.71250947863,-103035.08228481798,1747829850.401397
-127228.4316692867,-103027.6168021699,1747829850.408445
-127231.27034083252,-103030.05314231553,1747829850.415452
-127227.6270064863,-103021.96181082272,1747829850.421471
-127225.30242506295,-103022.11827303389,1747829850.430507
-127226.777640197,-103016.30681947552,1747829850.43853
-127222.46375351714,-103017.13383402037,1747829850.446509
-127228.99046289807,-103014.29516247453,1747829850.454559
-127218.61925347082,-103010.94240080625,1747829850.462545
-127227.40348904175,-103008.43900542725,1747829850.470617
-127213.43364875719,-103003.29810420253,1747829850.477594
-127225.43653552969,-103002.91812454679,1747829850.486585
-127209.23152079959,-102996.32435993248,1747829850.495629
-127223.04489887296,-102996.99491226613,1747829850.502632
-127210.9749568671,-102994.84914479843,1747829850.510663
-127226.62117798581,-102997.44194715524,1747829850.517667
-127210.08088708889,-102990.40114765182,1747829850.526641
-127222.01671862803,-102990.02116799608,1747829850.535684
-127205.96816610912,-102982.22040918117,1747829850.542707
-127217.56872148142,-102983.13683070384,1747829850.549696
-127205.09644807536,-102977.2583219121,1747829850.558762
-127214.99827086905,-102978.48766785713,1747829850.57173
-127201.60957594033,-102969.39050786383,1747829850.578755
-127212.27135804552,-102973.8608567549,1747829850.584734
-127201.36370675132,-102964.33901361693,1747829850.592788
-127207.37632600979,-102967.22238865166,1747829850.599777
-127201.36370675132,-102959.48868507013,1747829850.606807
-127203.21890154111,-102961.27682462655,1747829850.614795
-127201.0731340734,-102954.52659780104,1747829850.622812
