epoch_index,label,C3_mean,C3_std,C3_var,C3_min,C3_max,C3_range,C3_skewness,C3_kurtosis,C3_zero_crossing_rate,C3_signal_energy,C3_delta_power,C3_theta_power,C3_alpha_power,C3_mu_power,C3_beta_power,C3_gamma_power,C4_mean,C4_std,C4_var,C4_min,C4_max,C4_range,C4_skewness,C4_kurtosis,C4_zero_crossing_rate,C4_signal_energy,C4_delta_power,C4_theta_power,C4_alpha_power,C4_mu_power,C4_beta_power,C4_gamma_power
76,2,9.028237149353683e-07,1.3015989979332252e-05,1.694159951420776e-10,-3.617802940425463e-05,0.00014364598609972745,0.00017982401550398208,7.899532008964389,78.63483474103562,0.22554890219560877,8.528577398696596e-08,4.761457492855197e-14,7.18598130663488e-14,1.209813249085286e-13,1.1060070370069798e-13,3.835985642810331e-14,4.7092711674995104e-15,1.5773283208107693e-07,2.61664183814833e-06,6.8468145091482716e-12,-7.601375727972481e-06,2.5005783754750155e-05,3.2607159482722636e-05,4.877087971047197,40.68054150696174,0.2375249500998004,3.442718771887758e-09,1.5693166212216492e-15,2.9644007775101156e-14,1.1830858388285025e-13,1.085936057376975e-13,3.888520260595797e-14,5.0643883600577436e-15
77,2,2.0357555450648893e-07,1.6209222532316345e-05,2.627388951021519e-10,-0.00018334177730139345,0.00018848615582101047,0.0003718279331224039,1.5981371283545265,89.41151541588489,0.29141716566866266,1.316529493923808e-07,2.8913753626525275e-15,2.2558509661990442e-13,1.4730060447300543e-12,1.5144675941845426e-12,5.9268028241258835e-12,2.2590562689155794e-12,3.970237592668496e-08,3.113037219555554e-06,9.691000730338176e-12,-3.088570520048961e-05,3.276006827945821e-05,6.364577347994782e-05,1.7070424174809122,58.249790105791654,0.2954091816367265,4.855981081505191e-09,9.92559548969887e-17,7.89762135652049e-14,2.2489268584562247e-13,2.024160716275915e-13,2.2760285365685324e-13,7.266523733765618e-14
78,2,1.1059066095704315e-07,4.576385835838624e-06,2.0943307318464384e-11,-3.095135616604239e-05,5.3359748562797904e-05,8.431110472884029e-05,4.613745072483992,67.614090010317,0.2634730538922156,1.0498724343990403e-08,1.0637235635387091e-15,2.099070477759376e-13,7.748574398476563e-13,7.594346687112607e-13,8.841048745824365e-13,2.6735100519122007e-13,2.1999093010334722e-08,1.5750988360011297e-06,2.480936343172114e-12,-6.440807283070171e-06,1.168688504549209e-05,1.812769232856226e-05,0.9669090662031135,9.002795998087368,0.26746506986027946,1.243191571935961e-09,3.2382929465541096e-17,4.6815768027721103e-14,1.659686697423291e-13,1.544681936465776e-13,8.33760021008382e-14,1.8683690958915982e-14
79,1,-5.968403050655744e-07,9.000048070610394e-06,8.10008652732979e-11,-0.0001094031977117993,2.7026113457395695e-05,0.000136429311169195,-8.208344824335322,89.75917786033574,0.23353293413173654,4.075989889514737e-08,2.206931733660471e-14,5.88000469723763e-14,2.2590000290024278e-13,1.9472377620020891e-13,5.358608382876437e-14,6.424304761680781e-15,-9.639432597661251e-08,2.0075875795943016e-06,4.030407889741307e-12,-1.869223706307821e-05,5.150468041392742e-06,2.384270510447095e-05,-3.1665588339552446,25.289199727961705,0.2554890219560878,2.023889577666718e-09,5.62022298833355e-16,3.411452363919917e-14,2.233267226431219e-13,1.917287330286955e-13,5.03993245238574e-14,5.2733379856545536e-15
80,2,9.491541303941097e-07,3.4118400020405066e-05,1.1640652199523762e-09,-0.0002441663236822933,0.00025343921151943505,0.0004976055352017283,0.5043075134665895,20.58231894931239,0.2435129740518962,5.836480228713259e-07,5.184628818145353e-14,5.134023268167243e-12,1.2432257251959762e-11,1.348165117126843e-11,4.679535546917766e-11,3.3246165011174083e-11,1.7345629979897316e-07,6.142984343170307e-06,3.7736256640435523e-11,-4.435206574271433e-05,4.4765532948076725e-05,8.911759869079106e-05,0.4158301045756672,19.545634954781185,0.2934131736526946,1.892093820791611e-08,1.7687560309194465e-15,2.062797368934288e-13,4.222694578984176e-13,4.638398920345602e-13,1.4988507496694091e-12,1.0048074711720955e-12
81,1,7.203454463815974e-08,3.751195497350991e-05,1.407146765934635e-09,-0.0004095126350875944,0.00024054884852375835,0.0006500614836113527,-0.9766229607486024,42.36221710296044,0.27345309381237526,7.049831294100383e-07,3.438094725537287e-14,9.861051562675761e-13,1.0396742677207954e-11,1.1967388073295701e-11,1.0181003661528861e-10,1.9524187755422986e-11,1.3063020523956127e-08,6.891624584754248e-06,4.749448941718915e-11,-7.3847702878993e-05,4.3310261389706284e-05,0.00011715796426869929,-0.8999884212729375,39.00410529193461,0.30538922155688625,2.3794824689906876e-08,1.2691099862323499e-15,4.0135080070102316e-14,3.904425179607889e-13,4.5101276219853507e-13,3.3322464848198977e-12,6.498893119755877e-13
82,1,7.769635275445806e-07,5.178123586151798e-05,2.6812963873461553e-09,-0.00033546978374943137,0.00021701381774619222,0.0005524836014956236,-0.7345958354641046,10.825086158842831,0.32335329341317365,1.3436319298943141e-06,4.0406337296865687e-14,1.177441508236102e-11,7.17434845400963e-11,7.702392986849979e-11,1.1044903150716474e-10,1.988617349137253e-11,1.325999366285348e-07,9.346411922834138e-06,8.735541583129615e-11,-5.882739060325548e-05,4.144120975979604e-05,0.00010026860036305152,-0.5942091936497347,10.229067114438324,0.3273453093812375,4.377387228581952e-08,1.2183456631844543e-15,4.671111735288353e-13,2.439893802030064e-12,2.583998837286589e-12,3.5962259078321127e-12,6.43005933666829e-13
83,1,-3.777486442715002e-07,5.81697402211693e-05,3.383718677398321e-09,-0.0003498137230053544,0.0003381781280040741,0.0006879918510094285,-0.41378423944825066,10.416009458851361,0.2994011976047904,1.6953145470897216e-06,8.71468690683727e-14,1.4426791701544081e-11,7.021696130111069e-11,7.850617746737093e-11,1.1790916699048445e-10,3.166764664932738e-11,-5.89044559662621e-08,1.0457044548779227e-05,1.0934978069515335e-10,-6.13387455814518e-05,6.251917511690408e-05,0.00012385792069835588,-0.30131641614633325,10.408984707800728,0.3193612774451098,5.478597846547311e-08,2.981134791968845e-15,4.4872364026110244e-13,2.340983005856187e-12,2.6422882271606622e-12,3.74993068546491e-12,1.0791515556394462e-12
84,1,6.077135311484446e-07,9.289759630512574e-06,8.629963399270111e-11,-2.7338584914105013e-05,0.00011841635568998754,0.00014575494060409255,8.90279590369637,104.5316679563005,0.24151696606786427,4.3421143814049654e-08,2.4045942793778308e-14,3.8923872041466704e-14,1.2307256255953864e-13,1.4262610645386316e-13,5.4358075998341935e-14,7.118920902534958e-15,1.008239076525656e-07,2.0472412950841913e-06,4.191196920297996e-12,-6.986491825955454e-06,1.9593368051573634e-05,2.657985987752909e-05,3.8092397753255582,33.49665865009597,0.2654690618762475,2.104882552706817e-09,6.766489577582477e-16,2.3158351344045947e-14,1.2126462176815993e-13,1.3945869017248744e-13,5.3912701043672344e-14,7.404706820573067e-15
85,1,-5.166975249562639e-07,9.063378443632283e-06,8.214482881249836e-11,-9.054980910150334e-05,3.5807483072858304e-05,0.00012635729217436165,-5.793066900366582,51.41061820147677,0.24750499001996007,4.128831437754194e-08,1.827446706121134e-14,3.6378634837138393e-13,1.3440404499816686e-12,1.302287182051459e-12,1.3977762087301982e-12,4.452852706260854e-13,-9.491342800483026e-08,2.015230179470538e-06,4.061152676248857e-12,-1.4900801033945754e-05,6.708871751470724e-06,2.1609672785416478e-05,-2.513903511423178,16.06003969517332,0.24750499001996007,2.039150778767307e-09,6.31156688260546e-16,5.75711298945935e-14,1.4868869328002792e-13,1.309071882401047e-13,7.516744248704117e-14,1.6357311975065502e-14
86,2,-6.071289412711624e-07,8.695628785073697e-06,7.561395996780226e-11,-9.990549006033689e-05,2.370279071328696e-05,0.00012360828077362385,-8.006869113678738,80.9878744975831,0.23952095808383234,3.806726532508478e-08,2.061676002070855e-14,8.608373723351198e-14,1.0163788593285473e-13,8.689394444086126e-14,4.309355166344009e-14,3.255744512305134e-15,-1.088238212830309e-07,1.9760525897062903e-06,3.904783837284937e-12,-1.8318789443583228e-05,5.508723461389309e-06,2.3827512904972536e-05,-4.072053643053498,32.81268558475314,0.2435129740518962,1.962229857143153e-09,7.162233294413635e-16,7.159762679958768e-14,9.317295777442832e-14,7.969988541072147e-14,4.2578065194179426e-14,3.467548114586794e-15
87,1,-2.6677221664806394e-10,6.6447459944834465e-06,4.415264933120381e-11,-7.306996849365532e-05,5.762881846749224e-05,0.00013069878696114756,-2.4258977687122205,69.23660563828145,0.22554890219560877,2.2120477350587984e-08,3.96800727573295e-14,5.930291608643227e-13,7.667869638015424e-13,6.613702595950545e-13,8.207885129684532e-14,3.2803465853683645e-15,-5.797946646188695e-09,2.0117930165872315e-06,4.047311141589153e-12,-1.3797394785797223e-05,1.1920693395950366e-05,2.571808818174759e-05,-0.4195987908065995,11.788281421901857,0.281437125748503,2.0277197236450066e-09,4.811289787748245e-16,7.451676894062461e-14,2.5795922744409495e-13,2.3770284798086093e-13,7.46235000704665e-14,3.952141921464783e-15
88,1,2.817397762141855e-07,3.2549190726226915e-05,1.0594498169322964e-09,-0.000307909504044801,0.00023673163377679884,0.0005446411378215998,-1.140717396217227,29.023215778295096,0.2315369261477046,5.308241263111327e-07,9.151581930320803e-15,4.37590061803691e-12,4.328504999819619e-11,4.240524355693118e-11,2.7882412528368516e-11,2.7101310276016915e-11,5.40863351442316e-08,7.262029457749583e-06,5.273707184522271e-11,-6.37324556009844e-05,4.742856981465593e-05,0.00011116102541564032,-0.8668539667342848,19.23722151655262,0.27944111776447106,2.642273858561289e-08,3.2329546230301324e-15,1.2449629151367111e-12,2.8579371772510075e-12,2.736308817693943e-12,1.3785773405866057e-12,1.1444607670993383e-12
89,2,-1.8570902181316868e-07,4.034020638837452e-06,1.627332251456652e-11,-5.482188498717733e-05,1.395926210534526e-05,6.878114709252259e-05,-9.47803832589171,124.64601014320486,0.27345309381237526,8.170212988030013e-09,4.142132473550675e-15,1.6948479084873635e-14,1.332183405853723e-13,1.1521133407064361e-13,6.054487792111405e-14,6.628588907553265e-15,-3.347205125101941e-08,1.5733734738880895e-06,2.4755040883346746e-12,-1.0861979717446957e-05,4.027092018077383e-06,1.488907173552434e-05,-1.2743329181103131,8.268868600457438,0.2694610778443114,1.2407888577413623e-09,1.603455727652453e-16,1.3679725171674047e-14,1.4293756956448596e-13,1.2358324663150827e-13,5.959902347416876e-14,6.594656937138853e-15
90,2,6.968696830412256e-07,1.0387759420564722e-05,1.0790554577953113e-10,-3.177369580953382e-05,0.00013122214295435697,0.0001629958387638908,8.616956902079771,98.30749008506172,0.23353293413173654,5.430397774047123e-08,2.990591194325809e-14,1.0316341790013228e-13,1.470903864421729e-13,1.5100001596909663e-13,6.861058118983853e-14,8.433855829873042e-15,1.2731167417290743e-07,2.35117213805171e-06,5.528010422750649e-12,-6.4704577198426705e-06,2.4401297196163796e-05,3.0871754916006466e-05,4.6909865509463655,43.962417954942694,0.27345309381237526,2.77765356125081e-09,1.0906937222210206e-15,6.76340397690056e-14,1.0586774982625804e-13,1.0708086426574562e-13,5.385240547093259e-14,5.9448892009344195e-15
91,1,8.01440452331335e-07,1.1488645889254514e-05,1.3198898436868464e-10,-2.9991786504979245e-05,0.00012889859499409795,0.0001588903814990772,8.17399709251376,82.121258403085,0.2554890219560878,6.644827687482617e-08,3.6333288117274274e-14,7.927661292982854e-14,1.0697799305410918e-13,9.57664144821203e-14,4.3809206869551584e-14,8.113193672092295e-15,1.4723021233801284e-07,2.4399782972615264e-06,5.9534940911072586e-12,-6.594451406272128e-06,2.4377715817536227e-05,3.0972167223808356e-05,5.757460072666666,51.22621369598802,0.29141716566866266,2.9935605840927096e-09,1.2149162886688417e-15,3.4155429393645687e-14,1.022549108402927e-13,9.235038515424742e-14,4.35946356001011e-14,8.177086182887553e-15
92,2,7.129389621548306e-07,1.0302581047208765e-05,1.0614317623430526e-10,-2.874787060136441e-05,0.00011382273078197613,0.00014257060138334054,7.954801081186317,79.55206625758746,0.2375249500998004,5.343238055722989e-08,3.03144844026728e-14,5.0373839090644827e-14,8.439161163345468e-14,9.311479683129352e-14,4.130377190714223e-14,2.8992425085678957e-15,1.3291300255301654e-07,2.3896579713673276e-06,5.710465220119412e-12,-6.306826890067896e-06,2.04123389266897e-05,2.6719165816757595e-05,3.846258722976964,29.05252135803986,0.23552894211576847,2.8697936742699025e-09,1.0026911504398871e-15,9.36082130012384e-14,2.2217367453240572e-13,2.0436511804810332e-13,4.665044253417603e-14,3.2755842307589003e-15
93,2,2.433760816302573e-07,7.334092829279711e-06,5.378891762849208e-11,-3.0300740036182106e-05,9.982522897189483e-05,0.00013012596900807694,9.591351617324609,132.27585400386013,0.27345309381237526,2.6977922922346485e-08,1.3769890493061602e-14,4.604853722190258e-14,7.883083652998412e-14,8.417203222088866e-14,4.935638262938954e-14,9.021537100760456e-15,4.026082127298264e-08,1.821770838434542e-06,3.3188489877704945e-12,-6.070629751775414e-06,1.8418881154502742e-05,2.4489510906278156e-05,3.888073145641301,38.87481647761806,0.281437125748503,1.6635554306715345e-09,3.782734230309557e-16,2.6580048146712796e-14,7.964055769381115e-14,8.421144144731359e-14,4.917320288611266e-14,9.180566825445711e-15
94,1,6.60182185221839e-07,9.573581801021705e-06,9.1653468500854e-11,-2.6447654818184674e-05,0.00011574306699912995,0.00014219072181731462,8.35443648235089,89.04157144311883,0.2155688622754491,4.6136743818287666e-08,2.6129584765053522e-14,5.074824498671295e-14,9.484139571031868e-14,1.0128080300986094e-13,3.628720664274029e-14,6.002164610458853e-15,1.238055586495255e-07,2.1729090835765533e-06,4.721533885489496e-12,-5.42470661457628e-06,2.1777899746666662e-05,2.7202606361242943e-05,4.876884581091294,43.641948295169826,0.24550898203592814,2.373167712622851e-09,1.0180723660826847e-15,2.7465312407493166e-14,1.0655676359182818e-13,1.141973785062682e-13,3.8487108228908034e-14,5.961976864397938e-15
95,1,3.809427206556773e-07,8.454062509531486e-06,7.147117291506579e-11,-2.899977880588267e-05,0.00012196126772323623,0.0001509610465291189,11.17517196938086,157.5864275040919,0.2934131736526946,3.587976142601466e-08,1.935308648155058e-14,3.772355093322148e-14,1.005616329690681e-13,9.675447459714504e-14,4.33765873452605e-14,1.0629692002780796e-14,7.301782223877409e-08,1.9992819715719687e-06,3.997128401852699e-12,-5.4924307733017486e-06,2.3560034605907276e-05,2.9052465379209025e-05,5.735511519404512,64.89936881428736,0.3033932135728543,2.0052324621128128e-09,7.073110622635991e-16,2.8058442223092987e-14,9.653101793028861e-14,9.308140240686286e-14,4.231816142544061e-14,1.1209536745647108e-14
96,2,1.6391801669240137e-07,6.253902535389719e-06,3.9111296922153955e-11,-3.544623905327171e-05,8.08085678727366e-05,0.00011625480692600831,7.83385013633024,111.09150196230101,0.24550898203592814,1.960822118521351e-08,9.267449449281268e-15,3.45355901423363e-14,1.5909694927639655e-13,1.4157400088605282e-13,3.9426559102442566e-14,4.682891784069469e-15,3.901159026115618e-08,1.859497157623589e-06,3.4577296792102066e-12,-7.518068287026836e-06,1.7893586118589155e-05,2.541165440561599e-05,3.1782372819511227,33.416429436908764,0.2435129740518962,1.7330850432758403e-09,3.2692538834835296e-16,2.7390768801632378e-14,1.5584199870847176e-13,1.3913363166440995e-13,3.896972886698003e-14,4.744903276297902e-15
97,1,-1.3280374484035896e-07,1.4714169485282608e-05,2.1650678364162184e-10,-0.00013131849118508399,8.588934724684805e-05,0.00021720783843193203,-3.571683642103433,49.396550406581596,0.22355289421157684,1.08478734658609e-07,2.8534937356953684e-14,1.1625242457609062e-12,4.98799241756619e-12,5.010635560798381e-12,6.9110519889798266e-12,1.9495646169337816e-12,-2.2733503385829027e-08,3.1125932188899638e-06,9.688236546279785e-12,-2.5879602617351338e-05,1.737361708364915e-05,4.325321970100049e-05,-2.456159441884564,35.135988900949904,0.2654690618762475,4.854065432586445e-09,9.790181161466123e-16,8.293375780096524e-14,2.518060657955759e-13,2.54315214973529e-13,3.2198621812446674e-13,7.533712620581833e-14
98,1,-1.0547187705159384e-09,1.5835295962385793e-06,2.507565982163518e-12,-1.1294053365418222e-05,1.0025746632891241e-05,2.1319799998309463e-05,-0.3825457113423121,9.850159941174159,0.281437125748503,1.2562911143921967e-09,1.252133046543e-16,3.352804320970123e-14,1.442393220247964e-13,1.3545209392570635e-13,4.650882561807751e-14,4.04441765157713e-15,6.724839210664125e-09,1.2561475097562367e-06,1.5779065662667946e-12,-4.924288987240288e-06,4.124382940062787e-06,9.048671927303076e-06,0.12737733305867724,0.7990252956043373,0.2874251497005988,7.905538466543311e-10,1.002707282482561e-17,3.514522476686033e-14,1.4442817375719902e-13,1.374916131076875e-13,4.6544637394688714e-14,3.631950433319247e-15
99,2,-1.017087540824475e-08,1.2167218534635497e-05,1.4804120686957757e-10,-0.0001263689191546291,0.00012177415192127228,0.0002481430710759014,-0.19630766213622314,77.91469930247978,0.23952095808383234,7.416869646845836e-08,4.066683164352682e-14,8.146555822670602e-14,6.647409543880688e-14,7.114837247301002e-14,5.917568163732337e-14,9.388902854955355e-15,3.504039406949132e-09,2.720176676044943e-06,7.399361148898914e-12,-2.4158176529454067e-05,2.447408223815728e-05,4.863225876761135e-05,0.44337596769709964,44.11822913959476,0.2634730538922156,3.7070860870227313e-09,1.6190522660781563e-15,4.0279627596475544e-14,6.745459462845903e-14,7.168805741427549e-14,5.912065335896847e-14,9.438980488050319e-15
100,2,3.03261624924553e-07,5.15224585237662e-05,2.6545637323332083e-09,-0.0003203731030225754,0.0004073890158906579,0.0007277621189132333,0.9495685190713054,23.288048957888478,0.18562874251497005,1.3299825056731262e-06,4.71149013763765e-13,2.8712747686059595e-10,6.171792284881606e-10,5.288155239155849e-10,2.5264486499375133e-11,2.7753163298386297e-14,1.322897442143096e-07,2.73970380152407e-06,7.505976920085439e-12,-8.75989644555375e-06,2.381144804530777e-05,3.257134449086152e-05,2.784649675085786,22.581667839344217,0.2215568862275449,3.769262225751372e-09,1.3486518040439347e-15,3.280536922646531e-13,3.789223001355034e-13,3.234091326256585e-13,7.483798320976498e-14,4.22133108436764e-15
101,1,-1.8328406419137678e-07,3.046154899313389e-06,9.279059670610964e-12,-2.959808443847578e-05,8.264334610430524e-06,3.7862419048906304e-05,-5.341607713418424,46.59199630842406,0.24550898203592814,4.665639012117532e-09,2.0318531981060407e-15,9.424702551627018e-14,1.7034112513823895e-13,1.5839950148792806e-13,4.799567114257753e-14,4.319665786550592e-15,-3.953926231635288e-08,1.5520741303587037e-06,2.4089341061287264e-12,-6.626919912378071e-06,4.772125066665467e-06,1.1399044979043538e-05,-0.27850842141578097,0.9042411345727062,0.2654690618762475,1.2076592271560174e-09,1.0845048087092925e-16,8.504978703694353e-14,1.5685686942220823e-13,1.458115686544931e-13,5.437186456092221e-14,4.799680578703042e-15
102,1,-4.364887605439905e-07,9.161798191528393e-05,8.393854610229293e-09,-0.0006900398875586689,0.0006455356488004327,0.0013355755363591015,-0.5675580918336565,24.116363922814266,0.1497005988023952,4.205416611466355e-06,4.550503992354798e-13,4.239976308113375e-10,2.086728994198111e-09,1.878782897170545e-09,8.488594378516386e-11,1.7652239939130028e-12,-7.605135414925021e-08,6.790631900237129e-06,4.6112681604518125e-11,-2.912791387643665e-05,3.9979873690754175e-05,6.910778756719083e-05,0.3681351902369024,8.717910271659798,0.2055888223552894,2.3105351171906015e-08,5.419069653241473e-15,3.306692678805558e-12,8.096202965901297e-12,7.1994664009591504e-12,9.573964167983383e-13,1.1993299862862153e-14
103,2,6.441308868926632e-07,1.620247958932987e-05,2.6252034484265104e-10,-7.300481229322031e-05,0.00010975124314427376,0.00018275605543749407,1.719301622548337,13.71911695635033,0.17365269461077845,1.3173055997049217e-07,1.6222813508864438e-13,1.6081603687801396e-11,3.04654592187319e-11,2.6941605868664326e-11,1.8303241202906606e-12,2.6509505679788203e-14,1.142057414962999e-07,2.3248632660987864e-06,5.404989206055517e-12,-5.012700057704933e-06,2.0915687855449505e-05,2.5928387913154438e-05,3.146278579229753,23.563598564081705,0.24151696606786427,2.7144341108805644e-09,1.6214989673814228e-15,1.0544593390631397e-13,2.3199403463215246e-13,1.9822359109468416e-13,4.588169582022427e-14,6.7104772953019466e-15
104,1,3.8215525681719613e-07,5.685734375164038e-06,3.2327575384921986e-11,-1.3794417100143619e-05,6.160125485621393e-05,7.539567195635755e-05,7.358545603147849,71.1097426806199,0.22554890219560877,1.6269282630642736e-08,9.5632558560746e-15,4.371836017712748e-14,1.466251050199864e-13,1.35116472480305e-13,4.493120026757142e-14,3.2236936071339495e-15,6.192710974401227e-08,2.514706554540262e-06,6.323749055447754e-12,-6.816346740379231e-06,1.0768772881419864e-05,1.7585119621799095e-05,0.3854570662798604,1.118331426405212,0.21157684630738524,3.1701195952068698e-09,2.0884696184347476e-16,2.3323928130578265e-13,6.573895400431608e-13,5.744274140329354e-13,1.2849189704120996e-13,5.154649922683424e-15
105,2,8.394229355915001e-07,1.205749843004384e-05,1.4538326839050969e-10,-3.0848797905491665e-05,0.00012828699254896492,0.00015913579045445658,7.915211584586399,77.80219540731052,0.23952095808383234,7.319003752690869e-08,4.437304615792813e-14,1.0148914010729669e-13,1.4114279521245216e-13,1.4387643294216023e-13,5.611606818783881e-14,5.4837110390599254e-15,1.8780656389154173e-07,4.606872321286441e-06,2.1223272584635118e-11,-2.779241003736388e-05,2.8180962544865906e-05,5.5973372582229786e-05,0.9699163689371771,16.164704136315297,0.2375249500998004,1.065053048892801e-08,6.273316071500165e-15,1.6982770988987908e-12,1.90109674480439e-12,1.6067181509133845e-12,3.34718414030142e-13,2.7464560369419476e-14
106,2,-5.858932978216609e-07,8.709170585838247e-06,7.58496522932301e-11,-0.00010276039392920211,2.55503455264261e-05,0.0001283107394556282,-8.21559770551678,87.65708512929913,0.22954091816367264,3.817265454808088e-08,2.1241124942488076e-14,9.990334119517196e-14,1.0668006605441104e-13,9.403953172976694e-14,5.18062226011137e-14,3.0864247879792134e-15,-1.2663130483004005e-07,2.361804912482986e-06,5.5781224446287635e-12,-2.42102105403319e-05,5.9243084251647815e-06,3.013451896549668e-05,-4.609537431569534,41.053550541892655,0.22954091816367264,2.802673123927853e-09,1.141097959285789e-15,9.273235999009201e-14,1.0456163870127153e-13,9.284898675782405e-14,5.1762360097590736e-14,2.964717675371414e-15
107,2,-9.335395752327208e-07,1.3511986925748351e-05,1.825737906815944e-10,-0.00014110395568422973,3.3774304029066116e-05,0.00017487825971329585,-7.79140016389306,76.1117926857586,0.22954091816367264,9.190608869688018e-08,5.105253353060267e-14,1.0245718852197001e-13,2.0995790711521716e-13,1.9809759551418536e-13,5.246276309094797e-14,6.994566203986169e-15,-1.9309701794730845e-07,3.3460723413632623e-06,1.1196200113636225e-11,-3.0200553737813607e-05,8.292222446470987e-06,3.8492776184284594e-05,-4.621648684344965,37.490745313717746,0.2315369261477046,5.627976772560161e-09,2.1827156064559e-15,1.2989456909586323e-13,4.662074284531862e-13,4.13915579737576e-13,6.479855285447301e-14,7.397435096001502e-15
108,1,-7.028134845702542e-07,1.0340915826104292e-05,1.069345401225742e-10,-0.00011774126323871315,2.7577871151152067e-05,0.0001453191343898652,-8.12657715417147,83.08186138983143,0.22554890219560877,5.382167194525067e-08,2.6466823846271353e-14,5.987175678524882e-14,2.2414801580506754e-13,2.1009188524433743e-13,6.427668886300322e-14,6.1237604733321325e-15,-1.59290223718109e-07,2.797450036440263e-06,7.82572670637963e-12,-2.790727376122959e-05,6.697680873912759e-06,3.460495463514235e-05,-5.4093343648512064,47.84770069100197,0.23552894211576847,3.933401140957648e-09,1.2633052236359205e-15,6.707187121767156e-14,1.9638030543202298e-13,1.8136749490297558e-13,6.255620171364994e-14,6.2202322752433645e-15
109,1,4.924401665717172e-07,7.703724040522213e-06,5.934736409251989e-11,-2.4164752176147886e-05,9.99820840661414e-05,0.00012414683624228928,9.086329307983037,110.685272688541,0.24151696606786427,2.9854520566496705e-08,1.8949155761952905e-14,1.0116088469748191e-13,1.2944317655430942e-13,1.1290585504931272e-13,6.041727627254986e-14,8.205164361595978e-15,9.824107262265974e-08,2.0446437856384043e-06,4.180568210149745e-12,-5.795143351861043e-06,2.029125789704267e-05,2.6086401248903712e-05,3.8641122013205065,35.87539015353001,0.2694610778443114,2.0992999787683974e-09,8.027820631682952e-16,6.025040686144949e-14,1.215870030658086e-13,1.0845043106729524e-13,6.212958321810943e-14,8.647778193521272e-15
110,1,-4.1934456681465166e-07,7.4641600588663845e-06,5.5713685384376234e-11,-0.00010437110904604197,2.5836961867753416e-05,0.00013020807091379538,-10.604440179031508,145.01547602061257,0.25748502994011974,2.80006571602967e-08,1.4609096924573224e-14,4.0484913095653323e-14,1.0315454702918054e-13,9.824544497116358e-14,4.90980060766572e-14,6.5207042878783464e-15,-9.227756549276307e-08,1.9516462991075067e-06,3.808923276820027e-12,-2.165949445043225e-05,5.562917976931203e-06,2.722241242736345e-05,-5.127319711717544,53.84868505341556,0.25748502994011974,1.9125366513825624e-09,6.722920198424553e-16,2.3640222904780325e-14,1.0058478745705974e-13,9.673859700986459e-14,4.863368911230899e-14,6.315462517184238e-15
111,2,9.159117859151015e-07,1.3167047542248788e-05,1.7337114097983987e-10,-3.4957469324581325e-05,0.00013993869652040303,0.00017489616584498435,8.000859907009756,78.74346235816661,0.2215568862275449,8.727922772508847e-08,4.896978715718641e-14,1.1070463239232226e-13,1.6317860005466174e-13,1.707252656642923e-13,7.059206770465152e-14,6.18206765011994e-15,1.9029661915443364e-07,3.021884777227377e-06,9.131787606838554e-12,-8.710186193638947e-06,2.9690640076296404e-05,3.840082626993535e-05,6.040477381839124,53.70802856361894,0.24550898203592814,4.59316820546018e-09,2.1890171565255406e-15,3.922985076138774e-14,1.0750251724970447e-13,1.1783302528047321e-13,6.660163874955359e-14,5.789678900511253e-15
112,1,-2.0827766901174676e-07,4.702193856119248e-06,2.2110627060525605e-11,-6.505729106720537e-05,1.6931138816289604e-05,8.198842988349497e-05,-9.613567579412397,127.5088444176742,0.25748502994011974,1.109915733061522e-08,5.675404673487136e-15,2.86471561581891e-14,1.2979499753567356e-13,1.2086562513191208e-13,5.418292367576824e-14,5.3488742810838946e-15,-4.908328936905067e-08,1.6688005130651653e-06,2.7848951524065592e-12,-1.5629806512151845e-05,4.752745553560089e-06,2.0382552065711934e-05,-2.6501635678155804,22.181185283202968,0.2694610778443114,1.3964394651726243e-09,4.0873212765577646e-16,2.55772836329344e-14,1.271910725453391e-13,1.1809721545306468e-13,5.439079198977293e-14,5.609346367334632e-15
113,1,-7.210804805291392e-07,1.0439205535468343e-05,1.0897701221175289e-10,-0.00010816767462529242,2.602483073133044e-05,0.00013419250535662286,-7.850604721748736,76.59253186443566,0.2375249500998004,5.485798160484767e-08,3.066114270221176e-14,9.2848319970509e-14,1.16775596789118e-13,1.0249702232345303e-13,5.369313206181179e-14,4.775227795029987e-15,-1.5374660052145975e-07,2.5396743617806405e-06,6.449945863885904e-12,-2.3319225874729455e-05,6.296628271229565e-06,2.961585414595902e-05,-5.260308140881847,44.31759566292304,0.26746506986027946,3.243265524409963e-09,1.4035070085840353e-15,4.456935802608914e-14,1.14403785850156e-13,9.964356060215759e-14,5.4533204321737185e-14,4.585240474275358e-15
114,1,-9.222827081256014e-07,1.321867452405308e-05,1.7473335617284996e-10,-0.00013724842574447393,3.184760134899989e-05,0.00016909602709347382,-8.050511540453245,79.3697084108549,0.2375249500998004,8.796756474484526e-08,4.892948056768103e-14,7.536960088779649e-14,1.2652454847536684e-13,1.0893725078989988e-13,4.4813951563162116e-14,2.9774399662351346e-15,-1.9278175988103815e-07,2.9593702910166763e-06,8.757872519352127e-12,-2.8777467377949506e-05,6.480031515820883e-06,3.525749889377039e-05,-6.474771646083272,58.973417772093015,0.24550898203592814,4.406313700473773e-09,2.150950868901824e-15,1.673071012636937e-14,1.201273941298075e-13,1.040734324600653e-13,4.5311037764651327e-14,2.726145295675644e-15
