channel_3,channel_4,timestamp,label,trial_number
110585.3581110782,-120762.60010921421,1744858639.823343,0,0
109680.75029231264,-119774.91729290647,1744858639.827341,0,0
108618.51664643109,-118605.99813345082,1744858639.83237,0,0
107684.35740820326,-117565.50029474735,1744858639.836342,0,0
107111.89623524238,-116914.89507547225,1744858639.84035,0,0
106999.93364942307,-116773.17839499554,1744858639.843383,0,0
107285.2396055405,-117075.13097983609,1744858639.847373,0,0
107766.02878386213,-117595.68172734987,1744858639.85137,0,0
108169.54550704441,-118030.82834936742,1744858639.855378,0,0
108245.62359495036,-118107.76703438876,1744858639.86039,0,0
107865.73149335901,-117684.64139142868,1744858639.864412,0,0
107068.7304749226,-116802.74450968938,1744858639.868358,0,0
106045.93166832216,-115670.73618321738,1744858639.871405,0,0
105064.87836227244,-114588.0828284989,1744858639.875432,0,0
104382.6795164773,-113836.04422763329,1744858639.879424,0,0
104150.03299584678,-113575.50874028355,1744858639.883364,0,0
104354.93563536079,-113787.62257937985,1744858639.888439,0,0
104815.79624345264,-114280.3836980797,1744858639.892507,0,0
105258.68511520064,-114759.52481365633,1744858639.896449,0,0
105418.49208426566,-114937.03759896851,1744858639.899463,0,0
105138.69945617433,-114636.01953870166,1744858639.904401,0,0
104418.92881374745,-113854.45377460119,1744858639.90846,0,0
103421.56232237528,-112765.65471313009,1744858639.913472,0,0
102411.90373484376,-111655.19588344655,1744858639.916401,0,0
101660.53586566649,-110816.04568490124,1744858639.92049,0,0
101335.17847775113,-110440.86352183571,1744858639.924438,0,0
101445.0055070066,-110552.18939786337,1744858639.927525,0,0
101844.03565078744,-110995.80103414056,1744858639.931526,0,0
102286.18494609755,-111498.00991846758,1744858639.935522,0,0
102508.50634175184,-111765.28469704885,1744858639.939536,0,0
102325.8305678613,-111591.12122959252,1744858639.943535,0,0
101703.99486391069,-110931.14235966618,1744858639.948555,0,0
100769.79664518771,-109918.37472875317,1744858639.955488,0,0
99760.33924464362,-108812.92037138161,1744858639.958559,0,0
98932.59581998648,-107906.52429363472,1744858639.9616,0,0
98480.48696096732,-107417.06732149824,1744858639.965567,0,0
98463.638892862,-107410.38795010028,1744858639.968511,0,0
98784.94735310582,-107776.23234501125,1744858639.971578,0,0
99218.0383616481,-108268.43733692373,1744858639.976596,0,0
99499.96994205995,-108595.10138451861,1744858639.980592,0,0
99425.2268152239,-108525.53223834017,1744858639.983537,0,0
98921.13228030544,-107973.6705612708,1744858639.987597,0,0
98064.98639574231,-107028.97455180687,1744858639.991605,0,0
97066.33420589365,-105924.07685145484,1744858639.995599,0,0
96190.55945949219,-104950.55001278035,1744858639.999548,0,0
95662.65044306694,-104351.92820597065,1744858640.003634,0,0
95573.61841513813,-104234.15842933298,1744858640.008605,0,0
95853.61139391248,-104527.41682852787,1744858640.011645,0,0
96299.6847607046,-105012.99968177456,1744858640.01564,0,0
96652.18628004313,-105403.5984003471,1744858640.019588,0,0
96682.0914898896,-105447.64049079729,1744858640.023664,0,0
96278.92624292627,-105020.77439467971,1744858640.027667,0,0
95495.16237827006,-104171.08724467995,1744858640.032645,0,0
94524.93549483776,-103100.64395984463,1744858640.035622,0,0
93624.40985737345,-102090.34675834933,1744858640.03868,0,0
93016.95326640274,-101397.46296483187,1744858640.043681,0,0
92821.01647442764,-101163.07527445004,1744858640.047697,0,0
93008.37078556383,-101361.76020515742,1744858640.051631,0,0
93412.36267629871,-101810.63706536358,1744858640.055638,0,0
93783.73824177356,-102236.05360428063,1744858640.059706,0,0
93890.05752085632,-102373.81007150153,1744858640.06371,0,0
93597.20419834871,-102065.78220532891,1744858640.066663,0,0
92916.47941108538,-101316.61971284174,1744858640.071669,0,0
91993.07234132735,-100291.52122130652,1744858640.075737,0,0
91064.85766063217,-99256.18678683473,1744858640.079691,0,0
90374.58799096689,-98480.25603367161,1744858640.083762,0,0
90080.94996144174,-98138.11835077207,1744858640.087771,0,0
90189.38048705281,-98244.85553842431,1744858640.091777,0,0
90559.16304247064,-98651.54912217546,1744858640.09471,0,0
90955.50011737342,-99101.14995388311,1744858640.099746,0,0
91137.72368138068,-99322.51254660366,1744858640.103795,0,0
90937.83441167502,-99128.79893790223,1744858640.107804,0,0
90328.27716817654,-98485.20351328127,1744858640.111823,0,0
89432.7363560559,-97521.30789612593,1744858640.115815,0,0
88480.68375933907,-96482.6173683034,1744858640.119822,0,0
87715.25313135855,-95639.82142768284,1744858640.122836,0,0
87309.52360540848,-95190.44314900751,1744858640.126784,0,0
87310.64632396675,-95188.40567313394,1744858640.131845,0,0
87623.33108189204,-95525.43283975149,1744858640.135848,0,0
88037.4978052866,-95970.32821808907,1744858640.13985,0,0
88302.05692262437,-96253.31839610133,1744858640.143868,0,0
88223.46691484493,-96164.80784791723,1744858640.147894,0,0
87735.47255981149,-95631.78095458614,1744858640.150872,0,0
86921.0856752259,-94743.30745820276,1744858640.154884,0,0
85977.71569374092,-93717.55053686397,1744858640.159894,0,0
85154.53776862656,-92822.4725760096,1744858640.163905,0,0
84658.18470648254,-92278.49442337663,1744858640.167852,0,0
84575.00054476943,-92177.45505972134,1744858640.17191,0,0
84831.14100378912,-92449.1046040591,1744858640.17493,0,0
85231.68622321944,-92887.72753931419,1744858640.178928,0,0
85532.77971220453,-93228.42078289448,1744858640.182924,0,0
85532.56626424182,-93243.31612093726,1744858640.187925,0,0
85133.99228063595,-92823.78649618817,1744858640.19194,0,0
84387.40446595282,-92019.55912227933,1744858640.195954,0,0
83470.52039366434,-91020.51515597908,1744858640.199896,0,0
82624.34842281205,-90086.58854249591,1744858640.202979,0,0
82056.07182360289,-89452.33573565456,1744858640.206966,0,0
81871.56104090155,-89242.03075549289,1744858640.210976,0,0
82040.63268640751,-89425.79850081503,1744858640.215988,0,0
82409.15120165236,-89831.04794216767,1744858640.219913,0,0
82746.34312457798,-90205.11960089678,1744858640.223916,0,0
82831.29341459768,-90307.70539302468,1744858640.227925,0,0
82539.23876955845,-89999.14832887032,1744858640.230945,0,0
81886.95358334022,-89291.0902408596,1744858640.23496,0,0
81020.26099095904,-88340.71406868138,1744858640.239014,0,0
80158.21745067975,-87392.56247704032,1744858640.243024,0,0
79520.69449390023,-86689.45310983364,1744858640.248016,0,0
79246.60423741798,-86384.27616729132,1744858640.252977,0,0
79340.88098903853,-86484.0033905186,1744858640.256983,0,0
79668.49826921469,-86847.80969383774,1744858640.260011,0,0
80015.22809548708,-87239.74988880748,1744858640.263008,0,0
80164.1527139319,-87415.64006296868,1744858640.267096,0,0
79972.97562191475,-87211.0612553809,1744858640.271142,0,0
79415.73396326034,-86600.21781487163,1744858640.275136,0,0
78601.94603471394,-85704.99057833172,1744858640.280131,0,0
77735.72364945014,-84750.65336560608,1744858640.284074,0,0
77043.0190467205,-83983.0531087465,1744858640.287129,0,0
76680.02760783199,-83578.66850499231,1744858640.291138,0,0
76685.58763697153,-83581.00185838045,1744858640.295143,0,0
76966.7498606634,-83886.01088157114,1744858640.299162,0,0
77333.0105466587,-84280.22302289502,1744858640.304143,0,0
77555.7378865972,-84518.34355132638,1744858640.309162,0,0
77458.59654637653,-84413.01698112872,1744858640.312104,0,0
76985.80027591239,-83903.6483113279,1744858640.316173,0,0
76223.58503531876,-83077.76321970529,1744858640.320166,0,0
75359.75624556231,-82137.54964943416,1744858640.324122,0,0
74615.76819455679,-81325.55495297816,1744858640.327129,0,0
74170.48422374002,-80836.79182394981,1744858640.332118,0,0
74094.5700298739,-80748.1640958609,1744858640.336142,0,0
74320.47660848816,-80990.33520324228,1744858640.340203,0,0
74666.87031073525,-81373.61966361174,1744858640.343222,0,0
74914.94253213677,-81658.12799478995,1744858640.347227,0,0
74887.11060486523,-81641.53677476896,1744858640.351167,0,0
74507.84177339084,-81231.64620223854,1744858640.355167,0,0
73823.36311401089,-80479.1760730868,1744858640.359209,0,0
72993.85792671505,-79559.28520542063,1744858640.364241,0,0
72233.26645692039,-78707.9860156921,1744858640.368258,0,0
71731.36411504081,-78135.33446471998,1744858640.371372,0,0
71576.15189033562,-77948.61842841751,1744858640.375287,0,0
71732.35414929007,-78114.02336805491,1744858640.379279,0,0
72053.21320930513,-78470.25676849729,1744858640.383228,0,0
72335.01965266533,-78787.49297554695,1744858640.387287,0,0
72381.57158615794,-78851.08515622947,1744858640.392295,0,0
72084.9815595806,-78540.10871829605,1744858640.396318,0,0
71465.7009991492,-77871.70491271316,1744858640.399238,0,0
70665.52406697326,-76993.64236751606,1744858640.403251,0,0
69884.79064053763,-76128.85882397878,1744858640.407325,0,0
69314.02782237534,-75493.79360346531,1744858640.411346,0,0
69067.75886117523,-75220.39271053334,1744858640.415334,0,0
69144.74489719617,-75308.72324958586,1744858640.421348,0,0
69422.55743173815,-75627.14722570384,1744858640.424356,0,0
69709.16854961222,-75961.85251054578,1744858640.427354,0,0
69802.20236257579,-76093.3343823484,1744858640.431352,0,0
69579.28729759609,-75878.20308908197,1744858640.435374,0,0
69047.85852391136,-75301.46416243433,1744858640.439376,0,0
68317.04240428169,-74478.8092549949,1744858640.443429,0,0
67553.13693275308,-73612.55032172319,1744858640.448401,0,0
66936.1342783074,-72920.06779214094,1744858640.451405,0,0
66610.91160114197,-72556.44185785894,1744858640.454341,0,0
66615.18973289416,-72557.069695929,1744858640.459466,0,0
66859.3589336162,-72823.80986636615,1744858640.463416,0,0
67165.78106863046,-73162.78876339947,1744858640.467347,0,0
67345.31780591015,-73356.4031948149,1744858640.471455,0,0
67244.20990041688,-73240.98013387083,1744858640.475472,0,0
66797.6151481691,-72764.65323703541,1744858640.479449,0,0
66072.38505262279,-72008.18769436562,1744858640.482438,0,0
65268.491333281105,-71157.38832863778,1744858640.486464,0,0
64620.19627652426,-70432.86968817588,1744858640.491446,0,0
64279.81319577704,-70005.10792354897,1744858640.495427,0,0
64258.54023694929,-69932.08511106382,1744858640.499448,0,0
64456.260517713796,-70141.95259087824,1744858640.503433,0,0
64712.06378246432,-70462.07422114274,1744858640.507481,0,0
64861.491871822815,-70682.19876729371,1744858640.510503,0,0
64790.454402441144,-70631.00019503859,1744858640.515515,0,0
64469.458451978484,-70237.78932682116,1744858640.519482,0,0
63935.850090551496,-69554.73052358364,1744858640.523491,0,0
63261.13197905154,-68734.47179367454,1744858640.527471,0,0
62558.144237696455,-67976.76698563025,1744858640.531474,0,0
61997.750808879864,-67462.41410125716,1744858640.534457,0,0
61759.2454401975,-67289.79735042897,1744858640.538452,0,0
61904.52439352988,-67434.01677726192,1744858640.542492,0,0
62298.958588192516,-67749.61933997917,1744858640.547467,0,0
62655.193211295016,-68023.36422939919,1744858640.551484,0,0
62688.287611438165,-68056.54462340713,1744858640.555592,0,0
62267.06364581538,-67742.7640791511,1744858640.559603,0,0
61499.477804540074,-67109.85007122699,1744858640.563586,0,0
60677.40041329514,-66308.88682627167,1744858640.566552,0,0
60102.729138803166,-65551.31085330545,1744858640.57058,0,0
59879.68745571487,-65021.07576624852,1744858640.575575,0,0
59869.13708241936,-64804.48380121484,1744858640.579534,0,0
59840.718315777325,-64869.860270607445,1744858640.583556,0,0
59697.24074907016,-65095.3178339657,1744858640.587562,0,0
59541.38857875317,-65319.803502254304,1744858640.59056,0,0
59551.79470207468,-65393.67671462803,1744858640.594561,0,0
59777.16212175208,-65218.4182369199,1744858640.598642,0,0
60032.426571443575,-64771.06879444159,1744858640.603644,0,0
59971.83360437595,-64110.8051226151,1744858640.608691,0,0
59328.30392244707,-63367.15965006007,1744858640.611953,0,0
58162.20249922115,-62709.32340349875,1744858640.620842,0,0
56913.01916043984,-62294.838333942345,1744858640.629945,0,0
56151.20550346478,-62205.42769829228,1744858640.634109,0,0
56190.37402824758,-62398.57339365025,1744858640.635632,0,0
56866.40978668649,-62709.77038940688,1744858640.639644,0,0
57645.55047613398,-62916.0608157837,1744858640.645162,0,0
57966.79743264013,-62832.07664833745,1744858640.646723,0,0
57566.210932226735,-62391.4140171043,1744858640.650691,0,0
56607.601078123116,-61675.289212193806,1744858640.654686,0,0
55548.259681507436,-60876.739580080684,1744858640.658737,0,0
54843.39084684072,-60215.961657230015,1744858640.662684,0,0
54669.91320475799,-59847.31146488856,1744858640.667708,0,0
54881.33591487157,-59802.52671957088,1744858640.671784,0,0
55179.71191148635,-59992.33381407552,1744858640.67477,0,0
55342.196885779296,-60252.78706215938,1744858640.678705,0,0
55299.316013292366,-60407.51095175673,1744858640.682856,0,0
55084.045961983196,-60323.893958942426,1744858640.686735,0,0
54741.765914291136,-59952.980046696044,1744858640.691794,0,0
54300.03762818558,-59343.81738604086,1744858640.695796,0,0
53777.59307735741,-58626.57511406885,1744858640.699839,0,0
53229.15464700637,-57969.06462452671,1744858640.702755,0,0
52770.83753131238,-57521.191241275206,1744858640.706842,0,0
52547.790963884705,-57362.58546574937,1744858640.710768,0,0
52624.75134780194,-57469.168813121476,1744858640.714827,0,0
52904.49910128409,-57715.67824318072,1744858640.719844,0,0
53165.19448018634,-57921.20621825101,1744858640.72386,0,0
53196.69152527891,-57921.011503407615,1744858640.727844,0,0
52911.316734881606,-57630.393238080025,1744858640.730854,0,0
52360.35570155663,-57073.80903267229,1744858640.734821,0,0
51691.5466655266,-56372.53904867964,1744858640.738858,0,0
51085.42270167788,-55699.35630928866,1744858640.742806,0,0
50687.473751594545,-55214.79105650434,1744858640.746885,0,0
50545.1360779868,-55007.735711915215,1744858640.751908,0,0
50608.140002193526,-55064.35635372092,1744858640.755921,0,0
50772.77802384472,-55277.25095170855,1744858640.758918,0,0
50928.44559047844,-55486.139311274535,1744858640.762921,0,0
50960.68601812457,-55533.47236836606,1744858640.766849,0,0
50776.121665847764,-55318.95095026462,1744858640.770935,0,0
50349.80974619199,-54837.55305436751,1744858640.774949,0,0
49763.678426809594,-54183.37457313829,1744858640.779931,0,0
49163.74921953413,-53513.959130672534,1744858640.783893,0,0
48694.200698485365,-52990.06090299542,1744858640.786946,0,0
48445.555452722576,-52717.652812224966,1744858640.790962,0,0
48439.82511226538,-52711.64221624518,1744858640.794956,0,0
48609.08967295618,-52890.74284499604,1744858640.798968,0,0
48808.987346030386,-53106.021715496274,1744858640.802994,0,0
48878.6451773946,-53196.43970964363,1744858640.807003,0,0
48722.969196042344,-53049.63169930924,1744858640.812011,0,0
48338.42719166752,-52641.53617905064,1744858640.815024,0,0
47793.133901495006,-52041.456751159094,1744858640.819024,0,0
47203.27960073325,-51386.07310467118,1744858640.823015,0,0
46709.138967699415,-50831.87091860155,1744858640.827029,0,0
46414.450209251256,-50497.28317910478,1744858640.833055,0,0
46352.895721875044,-50421.16392608054,1744858640.836046,0,0
46472.32422643824,-50548.5452522672,1744858640.84005,0,0
46649.29850246212,-50750.90107612197,1744858640.84308,0,0
46744.472907375515,-50873.72944818358,1744858640.847056,0,0
46652.075431392004,-50793.298056028376,1744858640.851019,0,0
46336.51568121163,-50460.63745038911,1744858640.855145,0,0
45836.33431006879,-49918.521691158596,1744858640.859149,0,0
45260.722958989994,-49285.80251326691,1744858640.863139,0,0
44748.63278512929,-48714.27867856537,1744858640.868086,0,0
44418.16224335162,-48332.37070337891,1744858640.871136,0,0
44312.81751795826,-48197.78727605061,1744858640.874195,0,0
44395.753040024196,-48277.37389821897,1744858640.87914,0,0
44564.3393752431,-48460.92347442998,1744858640.883157,0,0
44689.5044364816,-48601.81338120578,1744858640.887143,0,0
44652.37673271129,-48570.196633583066,1744858640.89113,0,0
44394.56914540792,-48300.286642673884,1744858640.895138,0,0
43941.22233620308,-47814.33213294562,1744858640.899164,0,0
43391.64112865344,-47213.27967833166,1744858640.902165,0,0
42872.66484286045,-46638.39535149565,1744858640.907153,0,0
42495.81093935314,-46219.66980696053,1744858640.911159,0,0
42323.08875948218,-46029.69692644142,1744858640.915175,0,0
42345.77135039301,-46058.1135963198,1744858640.919128,0,0
42481.36542638074,-46215.24363976065,1744858640.923203,0,0
42602.724836587455,-46365.054099098226,1744858640.926234,0,0
42592.52161319114,-46375.41648122635,1744858640.930232,0,0
42384.93973209063,-46166.32467986643,1744858640.935138,0,0
41985.44526709657,-45737.82791576508,1744858640.939209,0,0
41463.31626467573,-45169.447700247736,1744858640.943238,0,0
40936.62108083132,-44591.55564162324,1744858640.947269,0,0
40527.64618716756,-44138.250021222906,1744858640.951174,0,0
40316.455116556055,-43897.61089351117,1744858640.954259,0,0
40302.56728585002,-43879.27546421413,1744858640.958196,0,0
40416.256140874524,-44011.78253599751,1744858640.96329,0,0
40544.174454937725,-44169.99627370668,1744858640.967214,0,0
40572.42531706092,-44220.79585247891,1744858640.971277,0,0
40417.8968954485,-44071.39978763138,1744858640.975232,0,0
40067.35248091191,-43703.243317095155,1744858640.978301,0,0
39581.47131098487,-43178.661926838104,1744858640.984254,0,0
39072.865482614085,-42616.575201883716,1744858640.98725,0,0
38654.14764046907,-42147.48593776261,1744858640.991256,0,0
38404.54269498228,-41865.879415708565,1744858640.995351,0,0
38345.56427850197,-41797.2760901412,1744858640.999264,0,0
38435.354867650756,-41890.030502841706,1744858641.003289,0,0
38574.45161700745,-42034.56421564835,1744858641.006281,0,0
38643.375837521366,-42103.96726026981,1744858641.010343,0,0
38550.827081699026,-42000.867850864845,1744858641.014288,0,0
38267.41580376077,-41692.23813302481,1744858641.018292,0,0
37831.084077964355,-41219.51355341992,1744858641.023366,0,0
37332.59942881325,-40682.51425815259,1744858641.027362,0,0
36890.80432242748,-40203.39801577841,1744858641.031391,0,0
36606.837868410876,-39882.713513646464,1744858641.034351,0,0
36521.25163558264,-39762.49298889978,1744858641.038334,0,0
36591.69589708005,-39811.36554950304,1744858641.042392,0,0
36719.56573754248,-39937.21717676861,1744858641.047403,0,0
36788.00302314533,-40021.84184595136,1744858641.051414,0,0
36706.80306279617,-39963.39763619464,1744858641.055403,0,0
36436.99648393053,-39712.76321224507,1744858641.059449,0,0
36013.54382023247,-39291.21886526066,1744858641.062377,0,0
35528.3647896827,-38782.6845497826,1744858641.067373,0,0
35095.03142833861,-38301.97421866159,1744858641.072455,0,0
34796.64857644933,-37952.17355303578,1744858641.076456,0,0
34667.559765280836,-37787.696820802674,1744858641.080452,0,0
34685.54193125025,-37796.00833983481,1744858641.083412,0,0
34783.73509245039,-37902.647178727304,1744858641.088437,0,0
34863.923114493824,-37998.16670360541,1744858641.092484,0,0
34835.960316247445,-37978.255827610024,1744858641.09548,0,0
34651.31104772984,-37782.243026700846,1744858641.098504,0,0
34320.86501689686,-37414.47423200928,1744858641.102493,0,0
33902.82980318952,-36941.21530492409,1744858641.106518,0,0
33485.171520834374,-36466.01425765596,1744858641.111524,0,0
33160.64300939313,-36092.576839961854,1744858641.115532,0,0
32992.894021330496,-35887.333713456675,1744858641.118513,0,0
32985.99377207381,-35854.855965619034,1744858641.122524,0,0
33079.83837435986,-35936.68779774849,1744858641.126551,0,0
33181.25807574839,-36033.94529017214,1744858641.132549,0,0
33198.448099368674,-36044.130542044695,1744858641.135491,0,0
33072.077899150914,-35897.5702141201,1744858641.13956,0,0
32790.07052029607,-35581.98374940753,1744858641.143567,0,0
32401.249788226138,-35146.70055104828,1744858641.146563,0,0
