trial_number,label,channel3_mean,channel3_std,channel3_var,channel3_min,channel3_max,channel3_range,channel3_skewness,channel3_kurtosis,channel3_zero_crossing_rate,channel3_signal_energy,channel3_delta_power,channel3_theta_power,channel3_alpha_power,channel3_mu_power,channel3_beta_power,channel3_gamma_power,channel4_mean,channel4_std,channel4_var,channel4_min,channel4_max,channel4_range,channel4_skewness,channel4_kurtosis,channel4_zero_crossing_rate,channel4_signal_energy,channel4_delta_power,channel4_theta_power,channel4_alpha_power,channel4_mu_power,channel4_beta_power,channel4_gamma_power
10,0,-123.8919064776914,43.189784887649154,1865.3575186414073,-203.59459711118325,46.58126196756984,250.1758590787531,0.5677853366110418,0.15702491946774888,0.008021390374331552,6438246.191485098,47183940.591397315,887722.6499720173,11642960.488764003,8753778.37950939,203062.39171828682,71138.2981913069,122.48831173667365,53.17434088011878,2827.510528035071,-6.030696878363642,259.80092924047153,265.8316261188352,0.40744167949129684,-0.32961797069329934,0.00267379679144385,6668755.493010718,56345958.29988016,9465928.493478011,381901.2992144897,338768.05266221636,24475.133770464236,12954.70798167967
11,0,28.11762248569541,130.96755702588467,17152.500993328355,-670.8214069091496,1055.359413165444,1726.1808200745936,1.4889568316438537,24.98202539322916,0.05614973262032086,6710720.031153588,19477632.24516037,20928042.032941785,4010939.436189365,3036572.1067941855,219468.72020748025,28255.247706328366,51.8009775654318,69.98069968866234,4897.298328914746,-198.47456533107305,225.41597703396965,423.89054236504273,-0.10605597935586643,0.026727548903586307,0.0213903743315508,2835159.2125127693,24301408.193538263,28373319.68608738,1571435.2597972888,1250172.6459865044,140401.3990961494,10030.735639804561
12,0,-76.00522447244653,52.256015414182556,2730.6911469672846,-202.67686635135945,46.75871075627128,249.43557710763073,0.043825422406203275,-0.44473291127366155,0.0213903743315508,3181799.4999837773,36467709.257455975,3733420.837885292,13365522.092917504,10432308.58349613,199693.90290733773,31889.116229834035,-29.275391585239973,138.5393955089033,19193.16410797234,-245.55725748978975,257.33582113141574,502.8930786212055,0.5574143763888354,-0.6229276017347387,0.013368983957219251,7498779.535005114,202400559.53802013,35197993.053038426,17092396.66656991,12964375.937314149,797491.6221874229,33740.53026379254
13,0,-38.6027807114049,63.44597399815612,4025.3916165747023,-173.17101511836222,145.06804115718256,318.2390562755448,0.42402254406044027,0.12507847650080883,0.0962566844919786,2062821.7944150907,43997976.07865671,1767706.84362303,2624394.095377621,2019185.9582773463,63710.90253000907,23020.528286743916,68.5856743420242,82.56609621333274,6817.16024390932,-143.22003778701492,208.14938626296953,351.36942404998445,-0.23326972288071648,-0.922665721965795,0.016042780748663103,4308911.95835346,103799128.79282251,1687927.5986662463,1982848.985232419,1673127.1552733688,53646.623072033275,10734.903780482298
14,0,70.85256767368932,433.4120919924547,187846.041485276,-3811.0968162617382,3274.3221788668316,7085.41899512857,-1.8694849889167866,44.692123263651034,0.13903743315508021,72131931.80888027,32890476.768514305,1294524.8474545828,1761528.6792854462,1445375.788788354,1782239.3142664908,4113657.237502562,-37.61899782404947,69.44898822400592,4823.161965338112,-340.6312088722839,543.5011607055633,884.1323695778472,3.6980189227719715,26.638359262374518,0.0213903743315508,2333143.260021358,16549618.56626047,1020180.5474599184,104461.07178753417,98678.66032414531,64678.31478308762,68460.90678759884
15,0,-0.31496743146721307,274.5534687568258,75379.60720640532,-673.37181436897,2707.6813348926794,3381.053149261649,6.264119875995715,53.02429698051538,0.10962566844919786,28192010.19767218,57229909.8881235,11106498.135015545,12749380.765292315,10428937.013819901,5769119.939156466,6276803.052968588,3.3833830873488786,58.25000954660762,3393.0636121798793,-340.6650095575295,163.0669128505349,503.7319224080644,-0.7087714682785458,6.221624152578947,0.040106951871657755,1273287.0740925684,4725200.506626539,454803.40707166865,177077.72557530532,148187.24863807452,120952.0839581266,96551.12115959142
16,0,-192.61341895699965,215.09001673445925,46263.71529882996,-2435.0353146538455,286.6111305499619,2721.646445203807,-7.626897040645294,68.18098234388098,0.016042780748663103,31178003.028464355,146587511.07187933,23005076.76814964,13204127.268061815,10755306.10277049,7745180.481314908,6666935.0144504225,161.13121173268047,54.99713442456344,3024.6847949135013,60.88327114335044,450.94930643516943,390.066035291819,1.0816466923132975,3.2758251213665854,0.0,10841494.11881892,200683063.47773188,11125202.447784591,2306657.8318995484,1966805.5436481894,222954.40742492213,90354.2665025696
17,0,-353.77917105103154,266.65956144101654,71107.32170791528,-734.9322167703103,1594.6577825811023,2329.5899993514126,3.119458130035728,19.052271423219207,0.0053475935828877,73403866.8179739,570921168.1619532,19259630.062451173,13316646.224994102,12628767.667009749,8302121.546826109,6533307.163017791,184.07308067231335,75.44064527989559,5691.290960247034,-60.17786735297358,273.2861098027801,333.4639771557537,-1.4956045503726412,1.4967927299514567,0.008021390374331552,14800747.055677682,279803171.2522198,852158.2920604115,884116.3411722967,664897.9268664946,218521.23866750262,134777.4302334002
18,0,136.8828551708786,626.7341966785676,392795.75328632945,-996.216591555284,1704.5166800680008,2700.733271623285,0.4672189234490768,-0.8322699397637403,0.01871657754010695,153913218.32794687,907686500.4725218,7228605.729465879,11178995.087947195,10931525.730236838,7883550.214393522,8971206.021928135,-1098.205226950626,744.3323863767029,554030.7014092372,-2670.44142319501,-66.81832362860672,2603.623099566403,-0.4361207210673997,-0.9842817008343063,0.0,658271947.7946817,5585781495.788226,4573207.001890129,122865.35542180242,229729.56387446486,196017.65227679812,117848.92027051514
19,0,6195.6429608320395,3409.0674419348093,11621740.823659943,1522.1098570652675,15032.811505443053,13510.701648377784,0.44175670068021566,-0.9667098302677943,0.0,18702891963.141064,170642684429.76373,127802825.41207482,8982871.11303428,7350507.116036018,424723.9646116078,25968.207003463296,-5289.78635195752,1667.0413319101879,2779026.802296893,-9593.038540528374,-2664.7115092310005,6928.327031297374,-0.15804318500865025,-1.1049861168348438,0.0,11504564052.9182,128253073201.56267,26988186.774128046,5985347.61597767,4948307.499347664,438293.8049846524,106571.65411669189
20,0,7780.256118992938,7136.921840868493,50935653.36266572,-4456.943295030777,21249.482643572133,25706.42593860291,0.2300392933526428,-1.1645358905623429,0.0053475935828877,41689046451.2825,376379326907.5043,391497955.4849368,6385485.5022831885,4991713.948610666,127133.04742822285,2725.1369816683377,4687.206591891667,1261.7079392835115,1591906.9240510452,1838.2211072740515,8117.66033323692,6279.439225962869,0.09249367245408419,-1.0443044075600383,0.0,8812117897.112278,100541210927.61859,12306059.606348492,204639.76302828602,156383.45421155027,7276.166170220166,1100.5700819208148
21,0,8391.28536729415,14644.097716969298,214449597.9441454,-13326.14296819776,26840.285916946737,40166.4288851445,-0.09740171523532046,-1.6173961863735409,0.00267379679144385,106538862254.25688,1753734889538.1802,7574477211.215421,139011107.45304188,111758742.85178079,13012967.089463586,7323011.741326961,1030.9699598456793,857.6580119908489,735577.265532095,-341.4711633396511,2634.705289617936,2976.176452957587,0.14974629689665772,-1.190907732650897,0.00267379679144385,672630145.039975,6481074469.767736,5247951.899763136,101579.97776482302,78662.24343281303,9097.049997392323,5980.403387435844
