trial_number,label,channel3_mean,channel3_std,channel3_var,channel3_min,channel3_max,channel3_range,channel3_skewness,channel3_kurtosis,channel3_zero_crossing_rate,channel3_signal_energy,channel3_delta_power,channel3_theta_power,channel3_alpha_power,channel3_mu_power,channel3_beta_power,channel3_gamma_power,channel4_mean,channel4_std,channel4_var,channel4_min,channel4_max,channel4_range,channel4_skewness,channel4_kurtosis,channel4_zero_crossing_rate,channel4_signal_energy,channel4_delta_power,channel4_theta_power,channel4_alpha_power,channel4_mu_power,channel4_beta_power,channel4_gamma_power
22,0,-17166.43923895284,2056.6118727316575,4229652.395060815,-20062.599239903466,-13359.500290536298,6703.098949367168,0.2584533320397704,-1.4264343498649423,0.0,111794691913.85553,1539099462811.1404,1202753045.3586051,91838287.26266883,87678063.13695255,6276816.57398086,1867546.0658297115,-1353.1784006158466,556.5760416751335,309776.89016675996,-2280.3686869702237,-349.5205902581699,1930.8480967120538,0.08579768902985371,-1.1714986289769609,0.0,800684884.0984476,9190948626.327898,2803271.9474215326,61929.35983902778,46668.14838634235,2366.6870375299654,1677.1585566504489
23,0,-10811.998741050294,3951.982883824094,15618168.714038605,-17304.738962531632,-4296.069163599248,13008.669798932384,0.0239809450906349,-1.2973545311321693,0.0,49561539573.45139,574475890854.3853,123877988.07548063,4252711.831308786,4245340.451178181,1463426.0596934445,1283370.405182291,787.657057251567,2501.73770494205,6258691.5443287175,-2641.0080054342,3541.929007890849,6182.937013325049,-0.30341313232223394,-1.6949422433623074,0.00267379679144385,2572781598.8784266,66966631382.5081,230980454.7541002,14626397.586937966,12028666.075301405,553330.5473768899,90186.0587615731
24,0,-3033.229021347089,404.849263054662,163902.9257959029,-4264.10157298171,-1418.2992478867454,2845.8023250949645,-0.40485898888079547,1.3245143432209838,0.0,3502278576.9300585,32409322023.154873,8786863.411107624,610549.4132241957,693163.7589504138,189325.7432971977,79219.12729215896,1508.0739038476,479.02478171714415,229464.7414991576,711.7913486626458,2513.0463421853815,1801.2549935227357,0.3771799781103192,-0.8454010767191402,0.0,936403113.7210215,9356701411.315983,4112698.6898031435,121156.57339076191,93599.07790989491,15227.054559736267,10304.729662905163
25,0,-3904.9087995303207,1041.6812852377218,1085099.900014512,-5712.517103845553,-2787.9486853954963,2924.5684184500565,-0.5519828006236827,-1.1991601560436438,0.0,6108696324.616276,58990147240.68915,33874067.65187568,930020.1397003959,813598.4284614011,64277.072973124974,5206.91515759876,442.38703356809935,98.66860302167764,9735.493222249414,326.09916990935744,712.303990063705,386.20482015434754,0.9537753430814274,0.018932282949896795,0.0,76835225.97859558,516103296.28512335,79121.52351849694,59119.97494845934,67155.24502675052,13384.761862473935,11647.659050469027
26,0,-235.02165065453212,3397.273959890964,11541470.35855323,-5642.4956213871565,6112.57116486485,11755.066786252006,0.10534475066034565,-1.1107929587113115,0.00267379679144385,4337167870.026275,33657431606.653645,191287418.18678132,6128560.185342361,4857757.058059564,402533.96586568916,40294.158174262506,472.53541738972905,120.22027937793175,14452.915573707962,240.57152588534152,632.8297834350378,392.2582575496963,-0.29594797955711927,-1.2404516943015815,0.0,88915745.96176115,1102671735.6032743,211318.01566628332,19203.959257562936,16979.21435661965,15122.274456261506,3503.7156960296006
27,0,11491.141329319384,3565.8560218798975,12715329.168777129,6148.534368466888,18427.49029969253,12278.955931225642,0.3956631297190063,-1.0978451525133217,0.0,54140860173.96926,1232131433462.3103,7562256117.660678,510564373.80539256,404422189.56326896,9567930.51186375,728932.9811906066,104.28653848486127,406.7846113213621,165473.72000787163,-669.4937549205383,762.5210945854452,1432.0148495059834,-0.3487637404490466,-0.7581879159368805,0.0053475935828877,65954676.39176776,2256316312.663875,64100864.022953,1446381.4561114714,1299306.7230540253,545643.1356099958,245679.44303439948
28,0,2573.209500448223,1866.1557362433489,3482537.2319139554,808.745841999368,7023.3210185264525,6214.575176527084,0.8613858158196563,-0.5739921605851679,0.0,3778875192.551495,23666220534.76355,27989541.667402685,451817.39417662006,344830.6555308381,10586.964769553946,1458.061667111169,-1976.7818978989312,838.143596451917,702484.6882733539,-3262.257281622903,66.24206483439082,3328.499346457294,0.4466857761053964,-0.44073910545393336,0.00267379679144385,1724196608.6902106,36431766093.73041,146927801.33750054,2665055.6333303633,2004638.2093658103,20987.292762978872,2749.5014839337264
29,0,6593.2791573279865,4166.256191914032,17357690.656662006,1184.5076187395084,15288.693922358769,14104.18630361926,0.46304951476142625,-1.033034352154073,0.0,22750053742.965996,196252302753.70627,129118092.16216272,2121372.787006615,1709432.9924512263,39358.46203629443,1936.022792234768,-477.2098342753036,375.542976970578,141032.52755192408,-1257.8095203163975,50.32326034593024,1308.1327806623278,-0.42043566175662117,-1.0164186194857123,0.00267379679144385,137916895.80188903,1132957792.9911609,1102563.1127778417,29183.476643291568,21958.8302149364,1717.719819986709,1356.5633707012546
30,0,16339.198813402056,9778.650483668598,95622005.28175211,-5994.527777771929,27032.79060745571,33027.31838522764,-0.9071417886018457,-0.46127123025346384,0.00267379679144385,135609192256.46611,3326783167357.01,10646969269.224628,71735974.21235155,56130304.074817695,4795320.800175694,197652.4919030778,248.8450269282031,85.02782478895524,7229.730988341272,50.41863316984279,331.04623005986696,280.62759689002417,-0.8368221313939761,-0.6838195273911225,0.0,25863438.327299535,388126044.79508436,58155.19221200313,2977.6103806887927,4744.281038764717,2094.076790091117,628.209155207621
31,0,-13668.625709505077,2346.370670820541,5505455.324886835,-15785.68224553218,-6117.676697705259,9668.00554782692,1.5636649443776967,1.5430832894768836,0.0,71933957257.67482,1085943612428.6609,36840524.93121586,2097827.639996963,1813252.705650092,134270.2445388967,10558.827926667598,214.16971768412452,85.15034364202802,7250.581022355462,22.902901093272703,315.9500493625585,293.0471482692858,-0.6246922301045007,-0.8511961936559893,0.0,19866599.12422464,271896432.40962493,58360.912141434375,7759.241063930476,6203.482158252615,832.2055432624746,1066.9790723509739
32,0,-8238.673520359758,3543.2711250482844,12554770.265600935,-13962.332153079053,-2992.241708413568,10970.090444665484,-0.08926807372669844,-1.3715024174182322,0.0,30081011353.61357,335394924806.17236,144199393.02437404,812969.7681878792,1287288.8950160341,3394376.611287931,10066075.672367271,-418.82476420859274,299.13324762808264,89480.69983652381,-1014.278667077292,21.13872542164995,1035.4173924989418,-0.3034163717201965,-1.126122168231019,0.00267379679144385,99070686.22363926,912382323.5333413,620436.7837741444,15854.53872634267,17853.89106725087,9828.024252241807,7104.065781739096
33,0,-520.2404613351796,1080.9550201177726,1168463.7555178143,-2951.1809066115316,1185.3270463686458,4136.507952980177,-0.36881131635203873,-0.7518969201571819,0.03208556149732621,538228596.0298924,4283376027.561691,211849466.36392722,27454395.636812717,25081977.745321333,10488949.199907074,3489099.05268195,-1692.3631924661777,457.12083760484495,208959.46017255503,-2400.910612944026,-407.55713374156767,1993.3534792024584,0.26467042543800334,-0.7372848155551122,0.0,1149321685.6346881,16415941599.637075,8939247.91557094,114796.67877881865,103790.12709812095,11906.73130445199,4844.735984045873
34,0,-3705.400958232771,1481.9621879067288,2196211.926385299,-5824.6704036201845,-1089.5908020545394,4735.079601565645,0.7339539414599106,-1.087944653481141,0.0,5956401862.183955,97241430245.80609,44477705.80707397,5240096.986666317,4888866.3755051615,2666028.2142023626,2601139.067445902,2187.5396040948904,840.4026825051801,706276.6687619026,-367.2344414241088,3316.520336320147,3683.754777744256,-0.8726961144977834,0.5609040887945005,0.00267379679144385,2053860714.4038286,37614973272.39918,74536346.47957571,811104.6042263064,757493.3968668024,201709.77990795707,124297.68351823882
35,0,-3260.3885030353613,1558.9713916217972,2430391.7998952027,-5716.067179565143,-987.2952848187068,4728.771894746436,-0.1835206495838577,-1.4419713801541336,0.0,4884636346.492016,49944078720.56481,167513838.2782763,1941427.863126085,1764813.621294172,1250260.9325669338,60761.84789730448,874.3734663535281,357.9287679754736,128113.0029444404,277.20983607055314,1494.384443256793,1217.1746071862399,-0.03330599617382306,-1.3287869125820797,0.0,333848093.6412142,3939489107.451909,852069.172833071,167242.4735031538,140066.67352733357,19714.621374840764,5389.8298539203415
36,0,-6510.616502567042,2457.4062735317602,6038845.5931932535,-9848.256835400134,-2548.845994286221,7299.410841113913,0.10665531180180549,-1.3546817796207253,0.0,18111687840.922638,211275177728.02264,279856287.67123264,4305356.681398924,3272665.4236756763,250815.50445152516,29949.3019396835,335.2746137616504,116.10931701902717,13481.373498624953,191.51974846419216,556.276405847749,364.7566573835568,0.6280600591308828,-0.9346205477425307,0.0,47083024.60923666,417511301.57231164,442933.7674937416,22613.740952491004,32819.30514839133,13895.831602983519,8464.717347768852
37,0,-4511.078513370802,2597.72113540288,6748155.097318828,-9067.072349609149,167.18552155573752,9234.257871164886,0.03651752807120604,-1.1993667323764092,0.00267379679144385,10134646184.716843,114703078635.56058,24112519.18889292,3646104.476696716,2920257.3905976275,406772.6000116801,102901.61608653328,427.31994265620983,60.5352758943948,3664.5196276104966,345.3696563503132,553.0354310735617,207.66577472324843,0.5579215772280686,-0.7865132711492215,0.0,69663803.02922453,765916055.6583972,26375.1112943466,42861.33433754194,35454.15519155919,20482.812192006328,9766.256576552165
38,0,8139.859135221838,5885.4905510535245,34638999.02654032,197.06293484772615,20577.9332955396,20380.87036069187,0.718028389194903,-0.5066706770964897,0.0,37735218357.15522,269903014948.4463,302935599.3202699,71087997.00611869,56912700.26245999,9200137.75138869,8860300.905304903,268.45359935679977,210.51881563184642,44318.17173503534,-415.6621191000945,416.6172419261278,832.2793610262223,-2.3597093622064826,4.156098219743856,0.00267379679144385,43528179.521753535,589637306.648679,1153704.376694426,233004.4325058813,210233.31373231794,237277.31485564486,332186.53663149825
39,0,8926.566400832491,4777.098970073523,22820674.569877513,2137.108734653555,18468.760382507593,16331.651647854038,0.342649909959218,-1.105254358394537,0.0,38336594092.102554,364211348573.9513,174159678.32828715,2848083.01962558,2227042.5863661347,61000.712578462146,2951.347414180787,-1189.1894424540596,1193.2774090553291,1423910.9749617993,-3126.454897941792,65.56725491173877,3192.0221528535308,-0.4200151331555077,-1.5153457963171997,0.0053475935828877,1061442856.8722426,10661193495.771866,89818956.06855454,653489.8228979745,598566.3559120864,79201.02056773605,206902.8712267913
40,0,1799.5885600683428,1150.2474573901677,1323069.2132325459,712.3359518607693,4994.670654371341,4282.334702510571,1.177049124146549,0.3241843878192907,0.0,1706033986.3367624,5856530690.133756,11764292.26147581,109461.15541184264,86366.19880441588,3063.8158297105415,1187.5288752421634,-1202.669137191768,613.9440412353227,376927.2857683597,-2437.29587937751,-314.8161122366715,2122.4797671408387,-0.34068012352984195,-1.0890612238391775,0.0,681929286.9064099,6527046402.207707,2775401.5067362436,56369.193613848365,44607.94733395712,2803.039772587961,1178.0147963560948
41,0,14914.135369395315,6526.030678091512,42589076.411391556,5030.720894480329,26320.947608608123,21290.226714127795,0.1948183098086,-1.2512333758116736,0.0,99117670825.28693,1028724896131.0626,354332973.34418195,5593673.651348057,4307917.642001558,93799.80367931904,2841.5182649639814,39.60112540725037,153.40503243881813,23533.10397755484,-311.7115718244606,228.45816785329976,540.1697396777604,-0.6574583093436925,-0.7463423065805221,0.00267379679144385,9387906.06354228,91964818.6652167,232647.358183883,4754.092304346669,8127.012057068794,3943.851151027304,1516.3971447494964
42,0,1203.4788735423617,15554.000779630785,241926940.25275508,-16348.012614525383,27541.46791665888,43889.480531184265,0.5468915560192331,-1.197510968500652,0.00267379679144385,91022362817.77985,878008221527.0645,4122238630.682478,40069156.49902678,32885630.8421179,1987745.9305223841,69540.60469913352,230.16464124419346,20.88397750117265,436.1405162694855,191.0329750279315,272.2286611451194,81.1956861171879,-0.27255339024370856,-1.1524376221713002,0.0,19976051.570656322,251037666.83073175,12458.67600961746,9596.54127347882,9284.151913055748,4561.794587660963,2388.071972411054
43,0,-13743.87248146706,2529.9689052509348,6400742.6615366135,-16617.51235599793,-8766.631714542295,7850.880641455635,0.47496831926517197,-1.1753836642493862,0.0,73040245269.68819,931233614357.2822,128283936.46855038,4428887.529436157,3494094.843408784,1383670.9269183506,2454375.5171481003,161.63760889300602,16.769829674867644,281.2271873240714,118.62544559609086,192.61785331405497,73.99240771796411,-0.6153472890643795,-0.02880788420123448,0.0,9876570.979693696,121131752.78664477,33237.723209706826,20995.0316823537,22989.87190733359,6604.9965691557745,6837.801343515801
44,0,-4373.7439088003675,2170.5074771789245,4711102.708489619,-8739.899388483971,-1106.7221766589612,7633.17721182501,-0.296366912538821,-1.0913418294100146,0.0,8916436194.608469,89027252781.95421,31235568.225456655,2294126.676812167,2158828.4888049625,838379.6668480276,767038.2933681809,-98.52548309767542,165.02994439021177,27234.88254543639,-458.6453240512197,116.93281900652944,575.5781430577491,-0.516479509905876,-0.9469103259030405,0.00267379679144385,13816365.358534954,97674095.35925387,145802.40119991347,9118.443476978287,8105.01283949295,3736.7914373023045,1811.113271015534
45,0,814.4261876765104,877.3774525022403,769791.194159321,-1094.8357532412997,2054.1931512188394,3149.028904460139,-0.6056850345427761,-0.9317107348933527,0.00267379679144385,535972372.2903982,7475225279.554283,8263873.267971672,182879.76428976035,160714.16123578348,17470.331010284546,3916.538496856413,-1180.464894245883,465.36267722038974,216562.42134972865,-2038.0969148525976,-461.9805151870634,1576.1163996655341,-0.18399865197818233,-1.1954330160032272,0.0,602162360.6733553,6396404800.061321,1619814.231213769,29957.479645293297,22974.501158822422,2672.3262577436994,721.2837596763331
46,0,-1484.2779294526072,2689.292447945983,7232293.870579299,-5449.370185470887,1773.1476379219685,7222.5178233928555,-0.18308618777679883,-1.6344286530047107,0.00267379679144385,3528830191.0723433,46121047956.020676,39464375.17767183,9400689.140612246,7818391.816080048,605216.7018644554,15528.105874464114,476.77532396173956,2143.673576902469,4595336.404309825,-2320.179085206277,3110.080560155082,5430.259645361359,-0.10061393614072327,-1.698904913106305,0.00267379679144385,1803671516.5793936,34443906362.803215,72193242.53315336,3991714.2580865193,3387082.8584343707,107720.38725090056,5246.608632096538
47,0,-4738.730690066301,1131.9034149705656,1281205.3408220282,-5769.27368434033,-1917.0581185997223,3852.2155657406074,1.055485307919668,-0.19634495803760466,0.0,8877553436.280552,127194826373.91328,26593012.76670729,952889.7634679453,726054.1713079758,95182.67440224731,11524.479740556522,1464.9305047443968,478.8476570929978,229295.07870345318,683.4581732623268,2418.4687898310513,1735.0106165687243,0.2527807918364989,-0.9745941786709507,0.0,888368356.9503632,9384296845.390802,1783472.6654662236,148012.22144327092,126645.18186084916,14155.044028854667,4572.63014463265
48,0,866.6842026547844,1145.2774606297744,1311660.4618265843,-1896.0523592615273,2079.1013910097136,3975.153750271241,-0.8599479280173659,-0.46324751198306036,0.00267379679144385,771487936.390271,13623470762.987919,30612665.532165617,1995316.1253301257,1546433.2877466546,137347.4012008018,346712.4702091763,248.11639844568603,188.88550736189106,35677.734891359,14.05531053675309,679.8784784530737,665.8231679163207,0.805450838003327,-0.7075266882523041,0.0,36367566.293812506,229915609.63546237,364579.46141106595,68523.68300241593,52164.9330463302,31972.166362099902,33971.55604343576
49,0,-6165.973657303665,2436.0930687033183,5934549.439384351,-8689.659521611327,-45.293626162419294,8644.365895448907,1.016829789247196,-0.2305452179929981,0.0,16438713937.64821,299373516572.962,26323294.456822067,1171250.7999416525,1319395.254261016,147540.8016405663,99757.43243923606,304.04197817122446,141.27503329323193,19958.63503200379,75.8825056717134,715.614107369394,639.7316016976806,-0.14316180878062318,-1.1379436591103045,0.0,42037659.66133089,584399766.9914483,1106681.333278294,47162.051082299884,37256.1345494027,22014.68980397184,19223.768695354425
50,0,-3255.323082836671,1506.372888178493,2269159.2782392143,-6302.098040893772,-1039.7911350717045,5262.306905822068,-0.3719191615187016,-1.0764653442696852,0.0,4811991581.806286,46557490909.237656,18976206.006608028,1215882.622894277,929460.5904046568,51789.40886608089,6327.115072060903,332.91806120907,26.919595062929165,724.6645983520804,291.7083637883385,399.39996431529954,107.69160052696105,0.49122736578918236,-0.8274383340234164,0.0,41723103.429006755,400479714.23832464,126072.94381686106,90075.2763331374,92320.99539147023,50538.104562850225,6180.398952710451
51,0,2729.3563523859016,2749.6868827637477,7560777.953243016,-1070.7528749467788,8293.640410684711,9364.39328563149,0.3647168026472362,-1.0780527629045848,0.00267379679144385,5613801355.280556,45546752226.47886,52779256.50456997,2237245.529864112,2550271.215884593,1523025.0122240128,1169068.2299789598,512.3268780059198,82.7599272124466,6849.205552209459,269.12980016010096,625.71617870923,356.58637854912905,-0.3767894460255038,-1.1127140140741738,0.0,100728685.26933381,1262996855.832555,193974.46100665946,67630.54874494347,77502.35955886617,30159.279850555497,20986.5517605648
52,0,10703.136539142146,3366.346596400126,11332289.407094713,5871.793470228342,17120.98544587432,11249.19197564598,0.33799143078198224,-1.111763065540453,0.0,47082643522.29781,578350607468.8704,351773377.32594806,21576689.849921223,17083683.670382563,322621.4852352964,14448.644101851876,-953.6985959042997,1314.6506853273938,1728306.4244317862,-3393.0267240334547,620.7430624943395,4013.769786527794,-0.7310378910454873,-0.9916630967472457,0.008021390374331552,986554941.1618456,5337400891.5966215,27083351.58224744,4155689.7206657478,3417176.010154263,1073946.570937433,742355.9526720638
53,0,7313.065283284691,2135.003560557223,4558240.20359202,5337.816093970387,12535.740872227314,7197.924778256927,0.9253201446021609,-0.4509092421983545,0.0,21706647351.399757,186718656306.24826,37644787.54876115,486913.4268046194,388875.2454653134,11019.726464068794,707.6732722006103,-1522.8598936598848,728.0262316902696,530022.1940291341,-2950.127581012735,-438.2045453449905,2511.9230356677444,-0.28157295264651283,-1.126852478917646,0.0,1065572544.2053518,10611853487.887856,3661600.0802386007,73807.1338664738,57560.84042507378,3767.8223859919203,926.195208047791
54,0,14212.131409958422,8178.124592379937,66881721.84848951,-6076.37617881165,22728.22500777074,28804.60118658239,-1.073917895727031,-0.013542330531426394,0.00267379679144385,100556033997.34366,2369733240861.018,7804387763.557261,74660573.6315059,56460686.35037724,3698717.6135211717,161756.29238830562,59.20774068728861,225.17055564358802,50701.77912884217,-434.3197853862068,318.14726873145247,752.4670541176592,-0.6320605783919028,-0.8931224462504974,0.00267379679144385,20273543.54661464,227125981.92179766,387277.8416875477,4301.259009466028,3608.7479254608998,4106.527341732898,1346.144580991574
55,0,-13224.899746428648,2110.881478677057,4455820.61702184,-15308.671196399237,-6054.471678241647,9254.19951815759,1.3164448956446135,1.2815126769715315,0.0,67078318926.12128,1048389539253.224,68382270.81877886,1036884.3947401267,791139.008205646,22839.46745533847,4588.560249338444,287.9817193169775,38.78690576785996,1504.4240590448487,192.90028799015636,329.046072377655,136.14578438749862,-0.868945998942007,-0.5077537987689626,0.0,31579772.62520792,409757145.7448838,20802.35045936871,4599.634468827368,3595.731527488302,1591.082067357299,283.56871960097106
56,0,-7021.134089481588,2441.8681212057554,5962719.921360926,-11396.449881077431,-2872.436622042749,8524.013259034682,-0.06062986179360383,-1.170212973105542,0.0,20666882390.11667,230758765668.47403,34577297.68588694,916508.0229847204,695219.6243588226,217161.9828489791,171932.50407481406,-86.12322152526929,204.8953978469944,41982.124058878115,-523.094689303739,190.9723570026041,714.0670463063431,-0.4546401397652135,-0.9699806854782786,0.00267379679144385,18475350.670943502,131414404.56207949,246763.90651164282,7475.127900584625,6739.83276974864,1890.4185859440058,1533.3526312537952
57,0,-805.194876187525,832.8364136069907,693616.4918297546,-2851.7722894109525,6.122512585316695,2857.894801996269,-0.8283961641954756,-0.5386560642208837,0.0106951871657754,501891274.89518094,3086633122.3070993,8113855.419059535,7987346.377045195,7755685.428428296,8150412.614134585,9481229.978792725,-1274.423019391123,471.3390891941712,222160.5370023909,-2146.1041463730403,-526.9852165256566,1619.1189298473837,-0.15447650081537062,-1.1865050321790773,0.0,690521648.9392853,7449660873.158448,1894687.6409919441,26977.119284322573,26799.87450483526,9157.514602931009,8489.909348228974
58,0,-638.4185118014117,1235.6621039526674,1526860.8351447324,-4601.131765401284,775.461207309568,5376.592972710851,-1.9641662461317226,2.613817940224508,0.0106951871657754,723480197.7269425,609208971.424408,112864966.12689024,2433817.628545704,2029946.0443207207,4854377.700228466,6662384.247663918,690.543471592558,2137.307934439339,4568085.206617354,-2343.709312296406,3243.2903581463315,5586.999670442738,-0.2847364331913857,-1.619363870151115,0.00267379679144385,1886805874.2983944,39891931929.52918,74753950.30062447,5432025.176457088,4482177.52441207,396169.4512234752,316102.68943199416
59,0,-4295.300841923431,1278.8194877818373,1635379.282330601,-5896.480807144573,-2128.203558411746,3768.277248732827,0.2040514645124811,-1.5271806015196332,0.0,7511785738.254567,100964653183.52051,7309967.985000608,627027.3337020642,573707.7307837354,36808.35752715313,11251.462942112194,1426.0389027966355,512.3013749346463,262452.69875992904,591.4042283614963,2319.447046970698,1728.0428186092017,0.029207618616677603,-1.2315296265847964,0.0,858718829.4924608,9720295591.003466,4203595.85978414,108282.28258973824,134289.11939847074,42265.94529342555,6920.357599024544
60,0,-4003.1824883812424,1573.6828597645117,2476477.7431166116,-7300.307596897696,-2171.6092957204755,5128.698301177221,-0.4579453432185495,-0.9763238407513142,0.0,6919728469.121171,70230162011.13338,54734312.51604408,2966885.529697738,2262884.478406747,202082.8681269322,414379.5445313338,299.3048623268821,98.78454099865019,9758.385540314,158.8887979498224,587.9700257398315,429.0812277900091,1.1203312666044982,0.3631180432757857,0.0,37153828.02115761,180251261.8225554,1135053.719079226,44613.15910644317,38766.42912691672,28442.614958728518,31771.501405567687
61,0,-5488.0056637875805,2409.4088433556158,5805250.974440247,-8714.824267264756,-928.0791640525968,7786.745103212159,0.34304631209415615,-1.3078805661028887,0.0,13435372970.436598,183504520988.70343,86201783.9364343,18603093.408486947,17670368.44370449,16575754.93668182,22017763.695232086,656.0999985715071,117.1581100729738,13726.022755871043,384.78069223272814,996.5496290828798,611.7689368501517,-0.7850334763123888,-0.14651877688402593,0.0,166128268.34964454,2224505000.2420163,1309763.1947437848,363595.6909849529,363263.13173700805,484659.2657958921,712041.7356690866
62,0,6323.651238789818,5807.359895311001,33725428.953666605,-903.0445625161484,18033.907929255263,18936.95249177141,0.7822805762284205,-0.6455326375612218,0.00267379679144385,27569033734.874466,152563492489.54315,1052684161.2071724,152473094.7367465,120259853.8110257,29661484.222038332,21364348.83247693,752.4302061841261,228.27766797383683,52110.69369557329,86.33433614438923,1111.749589794916,1025.4152536505267,-1.8671008922586196,2.1249207796306075,0.0,231229953.9188236,3678351081.4401703,3787831.623990083,761746.2253216734,925595.7486672695,957567.4492081123,708475.368860683
63,0,9402.775871825845,2837.2668574820805,8050083.220566239,6444.055050649603,15745.421643508696,9301.366592859093,0.6737740411737597,-0.8549293807554577,0.0,36076891716.31734,339354354928.481,58782327.65226745,910996.642375856,721927.431159261,18913.544222542423,1033.3450588881847,-2078.3571625776226,1282.0190479100386,1643572.8392041617,-3822.976027339459,232.17828728461225,4055.1543146240715,0.5185761828312284,-1.0608657528522862,0.00267379679144385,2230214859.081259,61664886659.51251,471623823.4917132,10048389.709562754,7660641.791715115,75120.25234746076,4231.352666125811
64,0,11538.460694584188,4023.6628934485907,16189863.080115084,6553.562624312306,20000.811906764393,13447.249282452087,0.5004058519730292,-1.0189339783015023,0.0,55847900916.93666,542762501534.4472,124340741.17547226,2021811.4671051186,1595927.6705890046,36921.487246282486,1478.3091563109747,-801.9924034017442,546.4783276397894,298638.562579981,-1914.928222522468,-28.858337507491115,1886.069885014977,-0.3800378316585313,-1.0604738531423203,0.0,352244561.25758857,3098749145.297737,2238245.892038097,36786.27075828074,30048.64402194637,1734.5047023789332,901.0276719680685
65,0,3864.6958092255218,14094.309666219038,198649564.96727544,-14378.855083454908,22383.891460779098,36762.746544234,0.13477950173963146,-1.642209694552981,0.00267379679144385,79880954060.75517,1144193895057.475,6879365655.663631,105027061.30918103,81837099.51120673,2250580.2787730386,72972.56649191282,190.98745696458215,73.15629613722193,5351.843664516911,-25.989859830264663,247.72265373783443,273.7125135680991,-1.4030005479372682,0.7447360180279672,0.00267379679144385,15643691.59098582,254863580.65578753,93538.32269790822,8716.154816616343,6733.411098157749,1604.1827843188878,375.2976562069874
66,0,-12399.122278435749,2293.9336497656427,5262131.589527123,-14974.16134526856,-7637.8132813037955,7336.348063964764,0.6173777450680146,-0.9858064408460363,0.0,59466136459.55817,773262220756.1469,70578779.66133021,5477308.259949551,4892340.814021433,1360621.7771939759,1504997.9659689902,191.8196629437905,23.10693737459004,533.930554833226,153.8894983160012,233.66065540887823,79.77115709287702,0.005555319167588195,-1.1664140695899425,0.0,13960938.903866775,164052148.84031993,24348.20324568398,26673.862083705822,21930.842833833176,2413.3330378366195,1975.651543557422
67,0,-3024.0802621005632,2223.2376981650996,4942785.86254245,-7606.044211344886,-212.3877109641612,7393.656500380725,-0.518609420319465,-1.0736960651137595,0.0,5268854888.019081,42246352132.42925,18162537.27049759,644379.440070903,654114.8017520295,827376.2001235996,1137042.365108393,118.07922384997863,38.2724320784992,1464.7790572033346,19.714051517221375,159.95046002704655,140.23640850982517,-1.006774871719291,-0.17721409512134878,0.0,5762398.328669045,81932780.80972007,64392.5424187487,6893.510762204888,5744.789924191768,2652.634375473338,1782.486158429832
68,0,-209.5602521637911,178.52300636678146,31870.463802233895,-525.5442853344684,177.28803501892708,702.8323203533955,0.20852125345466388,-0.45149033969359964,0.0053475935828877,28343950.195355415,195279646.72103828,33792685.38176076,1972441.7145806123,1953028.584139356,196308.86652764585,76560.23885306947,-346.59723397464904,263.9494687720696,69669.32206505777,-890.668566592627,18.071488219666207,908.7400548122932,-0.4241129420485646,-1.0475417325529768,0.00267379679144385,70984812.78431183,593668556.976116,502331.1765062317,8342.514720448917,6567.2977290096815,2440.3283356494326,2107.3943187794293
69,0,-1010.452214096262,510.2830726164028,260388.81419883703,-2038.451291461506,-514.4922285319299,1523.959062929576,-0.7420215328987658,-0.9696810088461763,0.0,479244531.6979072,3414457251.3957872,4729993.413814473,64883.01212865742,51392.277849593804,9255.471684867041,2286.302175440599,-1603.6089709978473,395.36839373133444,156316.1667616955,-2181.394392637332,-894.4104287807277,1286.9839638566045,0.12297819333516648,-1.2838252905310679,0.0,1020226334.0863,14674355078.394627,6323988.618160364,41696.602838469335,34575.28022176741,3143.200797928063,1170.945296948733
