trial_number,label,channel3_mean,channel3_std,channel3_var,channel3_min,channel3_max,channel3_range,channel3_skewness,channel3_kurtosis,channel3_zero_crossing_rate,channel3_signal_energy,channel3_delta_power,channel3_theta_power,channel3_alpha_power,channel3_mu_power,channel3_beta_power,channel3_gamma_power,channel4_mean,channel4_std,channel4_var,channel4_min,channel4_max,channel4_range,channel4_skewness,channel4_kurtosis,channel4_zero_crossing_rate,channel4_signal_energy,channel4_delta_power,channel4_theta_power,channel4_alpha_power,channel4_mu_power,channel4_beta_power,channel4_gamma_power
0,0,100999.93655307891,29787.166835867607,887275308.107811,52547.79096388476,176026.51168037855,123478.72071649379,0.15043375140717818,-1.110815912954706,0.0,4135921909453.997,46027165575600.445,6805442933.046908,115204105.77209572,88146536.86894019,4034470.4403793463,385751.45861649193,-110092.19624154271,32460.38435320771,1053676552.3579721,-192031.93849809712,-57362.58546574933,134669.3530323478,-0.14780285296570428,-1.112881688105304,0.0,4913890148165.333,54757638002780.01,7830320598.541047,121881549.46341039,96220141.20458786,2779779.878095077,102740.48641818273
1,0,22690.07778507725,14838.446806606817,220179503.63250005,1852.2812675723476,53196.691525278904,51344.41025770656,0.3808508830995291,-1.0639275042454306,0.0,274897155938.4832,2460333535672.5938,1541760895.6737134,39638001.47297697,31354947.555791467,982654.2911973875,136814.4925167184,-24540.60888594589,16205.806197505655,262628154.5111127,-57921.20621825094,-2032.348984000829,55888.857234250114,-0.3973501325849624,-1.0600634258864985,0.0,323461244987.5257,2851654106821.274,1984566754.9687269,34448747.33410393,27612446.089051466,570212.8180150433,14964.507258476142
2,0,-4085.2376179766475,2232.914470517629,4985907.032647023,-6193.941155862332,1838.5097417410773,8032.450897603409,1.1677114386088951,0.07730328921588292,0.00267379679144385,8106477462.063972,140556944612.4438,247086474.78620458,34303329.75467368,27008270.208813664,1341907.0742688992,53163.63533634763,4040.5061335666082,2216.8299881393614,4914335.196313961,-2011.9850580472312,6029.355079181407,8041.340137228638,-1.1811581211586977,0.16766912146307078,0.00267379679144385,7943769354.377051,134546449700.54529,46246076.544008665,685789.3378939348,545670.0783528925,106945.78517916812,8327.975435285513
3,0,-3085.778740612103,1404.3548624306486,1972212.5796326061,-5443.183773102946,-579.7394088521978,4863.444364250749,0.0010066373009066402,-1.2519449575508435,0.0,4298846887.8516865,47464465165.664505,17590442.41437194,8754995.431767777,6668585.921297625,286511.9009575303,81227.57405103125,3152.344714587312,1259.4715132595175,1586268.4927122188,1129.1283171677424,5388.244128199996,4259.115811032254,0.09755170609784364,-1.2594269449559323,0.0,4309806088.9197445,47168905741.70956,12679536.29469935,261459.02284958246,203105.5738715939,66327.92749493454,7353.227464265836
4,0,67.8558162328714,490.945994875813,241027.96988460183,-3302.338530956644,546.3373154594392,3848.675846416083,-2.745359710715266,12.317737100067045,0.008021390374331552,91866510.7487804,747270879.8777633,11535534.419765979,6977217.010756642,5544001.345479142,317130.4646529555,169948.7071872799,201.4883714462415,379.8723260364454,144302.98408833944,-109.60670301764912,1200.7009491491551,1310.3076521668042,1.0967004173037973,-0.23763355544103915,0.008021390374331552,69152804.92073286,348150364.6462261,5332868.0106861815,218048.7770159686,165780.03261122777,21559.425251096898,25350.05512698327
5,0,28.560073357600082,139.59433462924918,19486.578260582795,-216.61602689918436,412.2298238305066,628.8458507296909,0.9962397275151597,0.4902914387948658,0.02406417112299465,7593043.762989586,59869147.32866842,28992999.981109068,4138448.6892928514,3972279.0793719473,265683.1043785947,46356.806621469645,-24.325934738922317,36.87623118194117,1359.8564261839706,-90.52560829779507,51.77094533909229,142.29655363688738,0.3768390198431065,-0.8997766631072115,0.00267379679144385,729901.215137748,9629047.36884585,1099321.1006874347,239120.47288287093,248820.18246924938,118839.56112042342,61536.762033439125
6,0,-40.185354486414994,89.08409907439264,7935.976707896204,-238.01623521182705,171.25795581797388,409.27419102980093,-0.1277387715969059,-0.18347628351548328,0.03208556149732621,3572013.944237544,107199115.81292365,45618332.492211096,7157938.1274527935,5573931.303266545,280598.5538431122,83736.09352554823,35.158876242946704,16.75187417041368,280.625288221373,0.1935449742602486,73.40468643871463,73.21114146445439,0.13455385227773034,-0.4861077063814001,0.0,567272.6782161924,7633599.202934774,415081.99299342703,315555.729594705,281811.49696075794,43981.94964742002,13854.861431793408
7,0,58.08507376520029,67.22530833957553,4519.242081351004,-95.49065946642338,221.79816770734004,317.2888271737634,0.09426405846997665,-0.3255995085116066,0.03208556149732621,2952026.0854967516,49537527.61195313,18151677.22257537,19753734.523307785,15206914.943992114,205622.40060576456,44672.672788888216,46.245800275070806,16.4192702827213,269.59243661705483,8.346957763939457,81.75768414773802,73.41072638379856,-0.16991574861969655,-0.7152396561025327,0.0,900691.6634073487,6567745.2890866725,322605.4415498522,104042.57247183444,82210.9154093111,22444.4010807033,4916.278170932345
8,0,7.910838365522744,138.65633522292325,19225.579297451666,-1329.9312971374711,428.1516034456244,1758.0829005830956,-5.578166236189681,47.4781036153931,0.09893048128342247,7213772.087250314,2846941.0276393723,5716807.356444559,6865862.682280738,5795867.632141164,546672.9477794233,621749.1173978392,-39.94838037554651,39.867992928009365,1589.456860107805,-116.9392576994104,74.38120853203591,191.32046623144632,1.0874971373651532,0.8348092686923501,0.01871657754010695,1191313.4030716957,13569146.980960187,403552.77400829765,282952.8742704855,216771.4750738837,37822.73833224075,12741.86341423787
9,0,157.06538148904315,145.06362065529788,21043.454037624164,-423.50509282680264,811.1613512344063,1234.666444061209,-0.09653369076943784,2.3722790931267905,0.013368983957219251,17096657.549371134,329364923.3931527,10771736.735380614,3619074.9640361294,2731491.9504953395,482230.84469529317,703608.4866223459,-185.05510686958357,154.2914419301589,23805.849052887595,-425.42816539225714,74.23707352123893,499.66523891349607,-0.25044880536265185,-1.3713093389845639,0.00267379679144385,21711164.370143823,787523376.5624375,16061281.368386567,1479713.6170907926,1199920.1998483338,196850.01573807644,37048.43123814257
